"","sample_id","dist_family","dist","size","mean","median","mean_median","sd","skewness","kurtosis","outliers_minor","outliers_extream","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","model","test_set","actual","predicted","score","threshold","type"
"8601","close_normal-tukey(0.1)-1800","close_normal","tukey(0.1)",1800,0,0.01484,-0.01484,1,0.02855,3.34459,33,0,0.697222222222222,0.948888888888889,0.996111111111111,"gbm","unseen","class_1","class_0",0.245485521608079,0.453550094789808,"FN"
"8606","sym_long_tail-t(1)-1800","sym_long_tail","t(1)",1800,0,0.02413,-0.02413,1,-26.92619,876.17179,291,181,0.988333333333333,0.996666666666667,0.997222222222222,"gbm","unseen","class_1","class_1",0.984668094656216,0.453550094789808,"TP"
"8611","sym_short_tail-uniform(0,1)-1800","sym_short_tail","uniform(0,1)",1800,0,-0.0104,0.0104,1,0.00231,1.83316,0,0,0.575555555555556,1,1,"gbm","unseen","class_1","class_1",0.990537610022624,0.453550094789808,"TP"
"8616","asym_long_tail-Weibull(0.5,1)-1800","asym_long_tail","Weibull(0.5,1)",1800,0,-0.37519,0.37519,1,4.27609,27.71591,211,122,0.91,0.956666666666667,0.973888888888889,"gbm","unseen","class_1","class_1",0.993324325790357,0.453550094789808,"TP"
"8621","asym_short_tail-beta(2,1)-1800","asym_short_tail","beta(2,1)",1800,0,0.1608,-0.1608,1,-0.58956,2.49372,0,0,0.625,0.961666666666667,1,"gbm","unseen","class_1","class_1",0.973364703968929,0.453550094789808,"TP"
"8630","normal(0.6)-Normal_548_328.8-1800","normal(0.6)","Normal_548_328.8",1800,0,-0.01337,0.01337,1,-0.01523,2.90257,10,0,0.677777777777778,0.954444444444444,0.998888888888889,"gbm","unseen","class_0","class_0",0.0672252060505403,0.453550094789808,"TN"
"8635","normal(0.6)-Normal_-605_363-1800","normal(0.6)","Normal_-605_363",1800,0,0.00987,-0.00987,1,-0.07018,2.94527,8,0,0.693333333333333,0.95,0.998333333333333,"gbm","unseen","class_0","class_0",0.0472440739205501,0.453550094789808,"TN"
"8640","normal(0.6)-Normal_956_573.6-1800","normal(0.6)","Normal_956_573.6",1800,0,-0.0182,0.0182,1,0.07148,3.14444,17,0,0.687222222222222,0.953888888888889,0.995555555555556,"gbm","unseen","class_0","class_0",0.0836050372922148,0.453550094789808,"TN"
"8645","normal(0.6)-Normal_-597_358.2-1800","normal(0.6)","Normal_-597_358.2",1800,0,-0.02395,0.02395,1,0.12218,3.17999,22,0,0.672777777777778,0.959444444444444,0.993888888888889,"gbm","unseen","class_0","class_0",0.167671310870734,0.453550094789808,"TN"
"8650","normal(0.6)-Normal_-277_166.2-1800","normal(0.6)","Normal_-277_166.2",1800,0,0.01351,-0.01351,1,-0.04376,3.05763,16,0,0.689444444444444,0.948333333333333,0.997222222222222,"gbm","unseen","class_0","class_0",0.0601467607945305,0.453550094789808,"TN"
"8651","close_normal-tukey(0.1)-1811","close_normal","tukey(0.1)",1811,0,0.0139,-0.0139,1,0.08701,3.34058,27,0,0.690778575372722,0.954168967421314,0.996134732192159,"gbm","unseen","class_1","class_0",0.357582036769988,0.453550094789808,"FN"
"8656","sym_long_tail-t(1)-1811","sym_long_tail","t(1)",1811,0,-0.00844,0.00844,1,-16.6932,512.47312,289,188,0.979017117614578,0.989508558807289,0.994478188845942,"gbm","unseen","class_1","class_1",0.980873650327712,0.453550094789808,"TP"
"8661","sym_short_tail-uniform(0,1)-1811","sym_short_tail","uniform(0,1)",1811,0,-0.00211,0.00211,1,0.01139,1.85345,0,0,0.582551076753175,1,1,"gbm","unseen","class_1","class_1",0.990912125197799,0.453550094789808,"TP"
"8666","asym_long_tail-Weibull(0.5,1)-1811","asym_long_tail","Weibull(0.5,1)",1811,0,-0.34783,0.34783,1,5.42108,45.71279,209,126,0.918277194919934,0.959690778575373,0.980121479845389,"gbm","unseen","class_1","class_1",0.994744781855524,0.453550094789808,"TP"
"8671","asym_short_tail-beta(2,1)-1811","asym_short_tail","beta(2,1)",1811,0,0.18289,-0.18289,1,-0.60853,2.49075,0,0,0.632799558255108,0.955825510767532,1,"gbm","unseen","class_1","class_1",0.976732649157918,0.453550094789808,"TP"
"8680","normal(0.6)-Normal_548_328.8-1811","normal(0.6)","Normal_548_328.8",1811,0,-0.00601,0.00601,1,-0.01306,2.90722,11,0,0.680287134180011,0.95472114853672,0.998895637769188,"gbm","unseen","class_0","class_0",0.0724073783236355,0.453550094789808,"TN"
"8685","normal(0.6)-Normal_-605_363-1811","normal(0.6)","Normal_-605_363",1811,0,0.00988,-0.00988,1,-0.08237,2.9407,8,0,0.692987299834346,0.950855880728879,0.998895637769188,"gbm","unseen","class_0","class_0",0.0486596703728163,0.453550094789808,"TN"
"8690","normal(0.6)-Normal_956_573.6-1811","normal(0.6)","Normal_956_573.6",1811,0,-0.02723,0.02723,1,0.08206,3.1294,14,0,0.686361126449475,0.953616786305908,0.995582551076753,"gbm","unseen","class_0","class_0",0.0851879269400631,0.453550094789808,"TN"
"8695","normal(0.6)-Normal_-597_358.2-1811","normal(0.6)","Normal_-597_358.2",1811,0,-0.019,0.019,1,0.10921,3.15449,19,0,0.669243511871894,0.959138597459967,0.994478188845942,"gbm","unseen","class_0","class_0",0.1381297541717,0.453550094789808,"TN"
"8700","normal(0.6)-Normal_-277_166.2-1811","normal(0.6)","Normal_-277_166.2",1811,0,0.004,-0.004,1,-0.01296,3.07284,17,0,0.693539480949751,0.948647156267256,0.997239094422971,"gbm","unseen","class_0","class_0",0.0729688925144802,0.453550094789808,"TN"
"8701","close_normal-tukey(0.1)-1815","close_normal","tukey(0.1)",1815,0,0.00444,-0.00444,1,0.14267,3.37629,22,0,0.690909090909091,0.954269972451791,0.995592286501377,"gbm","unseen","class_1","class_1",0.558112809487809,0.453550094789808,"TP"
"8706","sym_long_tail-t(1)-1815","sym_long_tail","t(1)",1815,0,-0.00902,0.00902,1,-16.70503,513.30966,290,189,0.979063360881543,0.989531680440771,0.994490358126722,"gbm","unseen","class_1","class_1",0.980873650327712,0.453550094789808,"TP"
"8711","sym_short_tail-uniform(0,1)-1815","sym_short_tail","uniform(0,1)",1815,0,-0.0157,0.0157,1,0.01774,1.8267,0,0,0.578512396694215,1,1,"gbm","unseen","class_1","class_1",0.990537610022624,0.453550094789808,"TP"
"8716","asym_long_tail-Weibull(0.5,1)-1815","asym_long_tail","Weibull(0.5,1)",1815,0,-0.34067,0.34067,1,5.18222,41.34807,233,141,0.916804407713499,0.959228650137741,0.977961432506887,"gbm","unseen","class_1","class_1",0.994512076882318,0.453550094789808,"TP"
"8721","asym_short_tail-beta(2,1)-1815","asym_short_tail","beta(2,1)",1815,0,0.14993,-0.14993,1,-0.60017,2.5343,0,0,0.634159779614325,0.959228650137741,1,"gbm","unseen","class_1","class_1",0.959772022634565,0.453550094789808,"TP"
"8730","normal(0.6)-Normal_548_328.8-1815","normal(0.6)","Normal_548_328.8",1815,0,-0.00432,0.00432,1,-0.0134,2.8995,9,0,0.68099173553719,0.954820936639118,0.998898071625344,"gbm","unseen","class_0","class_0",0.0724073783236355,0.453550094789808,"TN"
"8735","normal(0.6)-Normal_-605_363-1815","normal(0.6)","Normal_-605_363",1815,0,0.01574,-0.01574,1,-0.08603,2.94117,7,0,0.694214876033058,0.950413223140496,0.998898071625344,"gbm","unseen","class_0","class_0",0.0567710540502464,0.453550094789808,"TN"
"8740","normal(0.6)-Normal_956_573.6-1815","normal(0.6)","Normal_956_573.6",1815,0,-0.03363,0.03363,1,0.09264,3.14384,15,0,0.687052341597796,0.953168044077135,0.995592286501377,"gbm","unseen","class_0","class_0",0.0851879269400631,0.453550094789808,"TN"
"8745","normal(0.6)-Normal_-597_358.2-1815","normal(0.6)","Normal_-597_358.2",1815,0,-0.02787,0.02787,1,0.12197,3.07608,17,0,0.668870523415978,0.960330578512397,0.995592286501377,"gbm","unseen","class_0","class_0",0.112760176375846,0.453550094789808,"TN"
"8750","normal(0.6)-Normal_-277_166.2-1815","normal(0.6)","Normal_-277_166.2",1815,0,-0.00197,0.00197,1,-0.01997,3.07454,18,0,0.68870523415978,0.950413223140496,0.997245179063361,"gbm","unseen","class_0","class_0",0.0656724819891112,0.453550094789808,"TN"
"8751","close_normal-tukey(0.1)-1833","close_normal","tukey(0.1)",1833,0,-0.0061,0.0061,1,0.14625,3.42361,21,0,0.701036552100382,0.951445717403164,0.995090016366612,"gbm","unseen","class_1","class_1",0.501345704811801,0.453550094789808,"TP"
"8756","sym_long_tail-t(1)-1833","sym_long_tail","t(1)",1833,0,-0.02867,0.02867,1,-7.63114,392.56016,296,190,0.969448990725586,0.986906710310966,0.990725586470267,"gbm","unseen","class_1","class_1",0.982069749816896,0.453550094789808,"TP"
"8761","sym_short_tail-uniform(0,1)-1833","sym_short_tail","uniform(0,1)",1833,0,-0.03705,0.03705,1,0.0296,1.84541,0,0,0.579923622476814,1,1,"gbm","unseen","class_1","class_1",0.992622939235277,0.453550094789808,"TP"
"8766","asym_long_tail-Weibull(0.5,1)-1833","asym_long_tail","Weibull(0.5,1)",1833,0,-0.33266,0.33266,1,5.9478,58.79528,213,127,0.918712493180578,0.960174577195854,0.978177850518276,"gbm","unseen","class_1","class_1",0.994744781855524,0.453550094789808,"TP"
"8771","asym_short_tail-beta(2,1)-1833","asym_short_tail","beta(2,1)",1833,0,0.17016,-0.17016,1,-0.56473,2.44616,0,0,0.624113475177305,0.961811238406983,1,"gbm","unseen","class_1","class_1",0.976565483563011,0.453550094789808,"TP"
"8780","normal(0.6)-Normal_548_328.8-1833","normal(0.6)","Normal_548_328.8",1833,0,-0.00378,0.00378,1,-0.01906,2.87202,8,0,0.680851063829787,0.953627932351337,0.998908892525914,"gbm","unseen","class_0","class_0",0.0724073783236355,0.453550094789808,"TN"
"8785","normal(0.6)-Normal_-605_363-1833","normal(0.6)","Normal_-605_363",1833,0,0.00446,-0.00446,1,-0.06246,3.02204,11,0,0.697763229678123,0.948717948717949,0.998908892525914,"gbm","unseen","class_0","class_0",0.0628628346106479,0.453550094789808,"TN"
"8790","normal(0.6)-Normal_956_573.6-1833","normal(0.6)","Normal_956_573.6",1833,0,-0.02198,0.02198,1,0.04082,3.24669,13,0,0.687943262411348,0.955264593562466,0.995090016366612,"gbm","unseen","class_0","class_0",0.190204015689918,0.453550094789808,"TN"
"8795","normal(0.6)-Normal_-597_358.2-1833","normal(0.6)","Normal_-597_358.2",1833,0,-0.01827,0.01827,1,0.07361,3.06633,18,0,0.667757774140753,0.957992362247681,0.995635570103655,"gbm","unseen","class_0","class_0",0.0993757144142899,0.453550094789808,"TN"
"8800","normal(0.6)-Normal_-277_166.2-1833","normal(0.6)","Normal_-277_166.2",1833,0,-0.00625,0.00625,1,0.0053,3.16668,27,0,0.689034369885434,0.953082378614293,0.996726677577741,"gbm","unseen","class_0","class_0",0.0634128126181692,0.453550094789808,"TN"
"8801","close_normal-tukey(0.1)-1841","close_normal","tukey(0.1)",1841,0,-0.00441,0.00441,1,0.05501,3.21235,18,0,0.684953829440521,0.951113525258012,0.99565453557849,"gbm","unseen","class_1","class_0",0.10230066895494,0.453550094789808,"FN"
"8806","sym_long_tail-t(1)-1841","sym_long_tail","t(1)",1841,0,-0.01671,0.01671,1,-7.58058,348.27503,304,195,0.967409016838675,0.98696360673547,0.990765888104291,"gbm","unseen","class_1","class_1",0.982069749816896,0.453550094789808,"TP"
"8811","sym_short_tail-uniform(0,1)-1841","sym_short_tail","uniform(0,1)",1841,0,-0.00408,0.00408,1,0.04251,1.83078,0,0,0.581205866376969,1,1,"gbm","unseen","class_1","class_1",0.993514627660963,0.453550094789808,"TP"
"8816","asym_long_tail-Weibull(0.5,1)-1841","asym_long_tail","Weibull(0.5,1)",1841,0,-0.33678,0.33678,1,5.8757,53.19174,202,105,0.920695274307442,0.961434003259098,0.980988593155893,"gbm","unseen","class_1","class_1",0.994744781855524,0.453550094789808,"TP"
"8821","asym_short_tail-beta(2,1)-1841","asym_short_tail","beta(2,1)",1841,0,0.18167,-0.18167,1,-0.53787,2.33813,0,0,0.626290059750136,0.96523628462792,1,"gbm","unseen","class_1","class_1",0.980934993467601,0.453550094789808,"TP"
"8830","normal(0.6)-Normal_548_328.8-1841","normal(0.6)","Normal_548_328.8",1841,0,-0.00545,0.00545,1,-0.01705,2.87931,7,0,0.678435632808256,0.952743074416078,0.998913633894623,"gbm","unseen","class_0","class_0",0.0740889114560341,0.453550094789808,"TN"
"8835","normal(0.6)-Normal_-605_363-1841","normal(0.6)","Normal_-605_363",1841,0,-0.00042,0.00042,1,-0.0589,3.00221,12,0,0.696903856599674,0.948940793047257,0.998370450841934,"gbm","unseen","class_0","class_0",0.0510540851958026,0.453550094789808,"TN"
"8840","normal(0.6)-Normal_956_573.6-1841","normal(0.6)","Normal_956_573.6",1841,0,-0.01377,0.01377,1,-0.00597,3.15781,11,0,0.688212927756654,0.957088538837588,0.996197718631179,"gbm","unseen","class_0","class_0",0.0661281362972838,0.453550094789808,"TN"
"8845","normal(0.6)-Normal_-597_358.2-1841","normal(0.6)","Normal_-597_358.2",1841,0,-0.02187,0.02187,1,0.10289,3.09342,21,0,0.670831070070614,0.957631721890277,0.996197718631179,"gbm","unseen","class_0","class_0",0.101224207952174,0.453550094789808,"TN"
"8850","normal(0.6)-Normal_-277_166.2-1841","normal(0.6)","Normal_-277_166.2",1841,0,-0.00865,0.00865,1,0.02054,3.15025,23,0,0.68549701249321,0.952743074416078,0.997284084736556,"gbm","unseen","class_0","class_0",0.0724422577700177,0.453550094789808,"TN"
"8851","close_normal-tukey(0.1)-1845","close_normal","tukey(0.1)",1845,0,0.00999,-0.00999,1,0.00566,3.27849,17,0,0.684010840108401,0.952845528455285,0.996205962059621,"gbm","unseen","class_1","class_0",0.226310687437874,0.453550094789808,"FN"
"8856","sym_long_tail-t(1)-1845","sym_long_tail","t(1)",1845,0,-0.01427,0.01427,1,-7.64022,351.49748,299,195,0.968021680216802,0.987533875338753,0.990785907859079,"gbm","unseen","class_1","class_1",0.982069749816896,0.453550094789808,"TP"
"8861","sym_short_tail-uniform(0,1)-1845","sym_short_tail","uniform(0,1)",1845,0,0.03664,-0.03664,1,0.00107,1.79313,0,0,0.571273712737127,1,1,"gbm","unseen","class_1","class_1",0.993104341227567,0.453550094789808,"TP"
"8866","asym_long_tail-Weibull(0.5,1)-1845","asym_long_tail","Weibull(0.5,1)",1845,0,-0.33418,0.33418,1,6.20284,59.64148,208,122,0.923035230352304,0.961517615176152,0.981571815718157,"gbm","unseen","class_1","class_1",0.994744781855524,0.453550094789808,"TP"
"8871","asym_short_tail-beta(2,1)-1845","asym_short_tail","beta(2,1)",1845,0,0.13969,-0.13969,1,-0.52524,2.32876,0,0,0.626016260162602,0.965311653116531,1,"gbm","unseen","class_1","class_1",0.964969480954287,0.453550094789808,"TP"
"8880","normal(0.6)-Normal_548_328.8-1845","normal(0.6)","Normal_548_328.8",1845,0,-0.00519,0.00519,1,-0.01992,2.88021,8,0,0.678590785907859,0.952845528455285,0.998915989159892,"gbm","unseen","class_0","class_0",0.0740889114560341,0.453550094789808,"TN"
"8885","normal(0.6)-Normal_-605_363-1845","normal(0.6)","Normal_-605_363",1845,0,-0.00094,0.00094,1,-0.06636,3.0217,12,0,0.696476964769648,0.948509485094851,0.998373983739837,"gbm","unseen","class_0","class_0",0.0510540851958026,0.453550094789808,"TN"
"8890","normal(0.6)-Normal_956_573.6-1845","normal(0.6)","Normal_956_573.6",1845,0,-0.00535,0.00535,1,-0.02667,3.18096,13,0,0.68509485094851,0.95609756097561,0.996747967479675,"gbm","unseen","class_0","class_0",0.0734868486361664,0.453550094789808,"TN"
"8895","normal(0.6)-Normal_-597_358.2-1845","normal(0.6)","Normal_-597_358.2",1845,0,-0.02149,0.02149,1,0.11602,3.05385,21,0,0.672628726287263,0.958807588075881,0.996205962059621,"gbm","unseen","class_0","class_0",0.108474935085882,0.453550094789808,"TN"
"8900","normal(0.6)-Normal_-277_166.2-1845","normal(0.6)","Normal_-277_166.2",1845,0,-0.01014,0.01014,1,0.01155,3.1025,17,0,0.686178861788618,0.953387533875339,0.997831978319783,"gbm","unseen","class_0","class_0",0.0662530733178293,0.453550094789808,"TN"
"8901","close_normal-tukey(0.1)-1847","close_normal","tukey(0.1)",1847,0,0.00203,-0.00203,1,-0.02297,3.31216,21,0,0.695181375203032,0.951813752030319,0.996210070384407,"gbm","unseen","class_1","class_0",0.209048667757301,0.453550094789808,"FN"
"8906","sym_long_tail-t(1)-1847","sym_long_tail","t(1)",1847,0,-0.01286,0.01286,1,-7.68202,353.86858,300,192,0.968056307525717,0.988088792636708,0.990795885219275,"gbm","unseen","class_1","class_1",0.982069749816896,0.453550094789808,"TP"
"8911","sym_short_tail-uniform(0,1)-1847","sym_short_tail","uniform(0,1)",1847,0,0.03051,-0.03051,1,-0.00121,1.77672,0,0,0.569030860855441,1,1,"gbm","unseen","class_1","class_1",0.993104341227567,0.453550094789808,"TP"
"8916","asym_long_tail-Weibull(0.5,1)-1847","asym_long_tail","Weibull(0.5,1)",1847,0,-0.31901,0.31901,1,7.21831,81.89561,213,124,0.926908500270709,0.966973470492691,0.983216025988089,"gbm","unseen","class_1","class_1",0.994739031949862,0.453550094789808,"TP"
"8921","asym_short_tail-beta(2,1)-1847","asym_short_tail","beta(2,1)",1847,0,0.13502,-0.13502,1,-0.52644,2.33633,0,0,0.630752571737953,0.966432051976178,1,"gbm","unseen","class_1","class_1",0.960807490050343,0.453550094789808,"TP"
"8930","normal(0.6)-Normal_548_328.8-1847","normal(0.6)","Normal_548_328.8",1847,0,-0.00248,0.00248,1,-0.01724,2.87374,7,0,0.677855982674607,0.952896589063346,0.998917162966973,"gbm","unseen","class_0","class_0",0.0740889114560341,0.453550094789808,"TN"
"8935","normal(0.6)-Normal_-605_363-1847","normal(0.6)","Normal_-605_363",1847,0,0.00061,-0.00061,1,-0.07247,3.03535,12,0,0.697347049269085,0.947482403898213,0.99837574445046,"gbm","unseen","class_0","class_0",0.0510540851958026,0.453550094789808,"TN"
"8940","normal(0.6)-Normal_956_573.6-1847","normal(0.6)","Normal_956_573.6",1847,0,-0.00559,0.00559,1,-0.03303,3.15947,10,0,0.68489442338928,0.957227937195452,0.99675148890092,"gbm","unseen","class_0","class_0",0.0644203808914734,0.453550094789808,"TN"
"8945","normal(0.6)-Normal_-597_358.2-1847","normal(0.6)","Normal_-597_358.2",1847,0,-0.0225,0.0225,1,0.13394,3.07858,23,0,0.670817541959935,0.957769355711965,0.995668651867894,"gbm","unseen","class_0","class_0",0.106777781783726,0.453550094789808,"TN"
"8950","normal(0.6)-Normal_-277_166.2-1847","normal(0.6)","Normal_-277_166.2",1847,0,-0.00925,0.00925,1,0.03163,3.16274,19,0,0.68814293448836,0.951813752030319,0.99675148890092,"gbm","unseen","class_0","class_0",0.06731179864387,0.453550094789808,"TN"
"8951","close_normal-tukey(0.1)-1867","close_normal","tukey(0.1)",1867,0,-0.00101,0.00101,1,-0.07832,3.19385,20,0,0.691483663631494,0.951258703802892,0.996250669523299,"gbm","unseen","class_1","class_0",0.0568872123985268,0.453550094789808,"FN"
"8956","sym_long_tail-t(1)-1867","sym_long_tail","t(1)",1867,0,-0.00468,0.00468,1,-7.60254,313.81666,304,195,0.967862881628281,0.987680771290841,0.990358864488484,"gbm","unseen","class_1","class_1",0.982069749816896,0.453550094789808,"TP"
"8961","sym_short_tail-uniform(0,1)-1867","sym_short_tail","uniform(0,1)",1867,0,0.01011,-0.01011,1,0.00248,1.76075,0,0,0.570969469737547,1,1,"gbm","unseen","class_1","class_1",0.992474726034526,0.453550094789808,"TP"
"8966","asym_long_tail-Weibull(0.5,1)-1867","asym_long_tail","Weibull(0.5,1)",1867,0,-0.32774,0.32774,1,7.42946,97.79122,220,134,0.922870915907874,0.962506695232994,0.982324584895554,"gbm","unseen","class_1","class_1",0.994739031949862,0.453550094789808,"TP"
"8971","asym_short_tail-beta(2,1)-1867","asym_short_tail","beta(2,1)",1867,0,0.19427,-0.19427,1,-0.53331,2.32082,0,0,0.624531333690412,0.965184788430637,1,"gbm","unseen","class_1","class_1",0.976007887427131,0.453550094789808,"TP"
"8980","normal(0.6)-Normal_548_328.8-1867","normal(0.6)","Normal_548_328.8",1867,0,-0.00514,0.00514,1,0.01388,2.84886,6,0,0.675950723085163,0.952865559721478,0.999464381360471,"gbm","unseen","class_0","class_0",0.17167901322507,0.453550094789808,"TN"
"8985","normal(0.6)-Normal_-605_363-1867","normal(0.6)","Normal_-605_363",1867,0,0.00047,-0.00047,1,-0.05429,3.0348,18,0,0.699517943224424,0.948580610605249,0.998393144081414,"gbm","unseen","class_0","class_0",0.0517741883641739,0.453550094789808,"TN"
"8990","normal(0.6)-Normal_956_573.6-1867","normal(0.6)","Normal_956_573.6",1867,0,0.00599,-0.00599,1,-0.04421,3.18057,15,0,0.687734333154794,0.953401178361007,0.997321906802357,"gbm","unseen","class_0","class_0",0.0600238516454777,0.453550094789808,"TN"
"8995","normal(0.6)-Normal_-597_358.2-1867","normal(0.6)","Normal_-597_358.2",1867,0,-0.01687,0.01687,1,0.04614,2.87543,14,0,0.666845206213176,0.959292983395822,0.998393144081414,"gbm","unseen","class_0","class_0",0.0931849279970413,0.453550094789808,"TN"
"9000","normal(0.6)-Normal_-277_166.2-1867","normal(0.6)","Normal_-277_166.2",1867,0,-0.01261,0.01261,1,0.08728,3.1171,18,0,0.674343867166577,0.955543652919122,0.997321906802357,"gbm","unseen","class_0","class_0",0.084647705394157,0.453550094789808,"TN"
"9001","close_normal-tukey(0.1)-1870","close_normal","tukey(0.1)",1870,0,-0.00898,0.00898,1,-0.05097,3.01419,14,0,0.690909090909091,0.951871657754011,0.997860962566845,"gbm","unseen","class_1","class_0",0.0506731303293849,0.453550094789808,"FN"
"9006","sym_long_tail-t(1)-1870","sym_long_tail","t(1)",1870,0,-0.02695,0.02695,1,2.85039,178.37591,306,191,0.961497326203209,0.983957219251337,0.987700534759358,"gbm","unseen","class_1","class_1",0.994978091288525,0.453550094789808,"TP"
"9011","sym_short_tail-uniform(0,1)-1870","sym_short_tail","uniform(0,1)",1870,0,-0.02007,0.02007,1,0.02353,1.81716,0,0,0.577005347593583,1,1,"gbm","unseen","class_1","class_1",0.992622939235277,0.453550094789808,"TP"
"9016","asym_long_tail-Weibull(0.5,1)-1870","asym_long_tail","Weibull(0.5,1)",1870,0,-0.36011,0.36011,1,4.97651,40.0749,202,115,0.914438502673797,0.959893048128342,0.975935828877005,"gbm","unseen","class_1","class_1",0.994744781855524,0.453550094789808,"TP"
"9021","asym_short_tail-beta(2,1)-1870","asym_short_tail","beta(2,1)",1870,0,0.19381,-0.19381,1,-0.53847,2.33703,0,0,0.628342245989305,0.96524064171123,1,"gbm","unseen","class_1","class_1",0.980934993467601,0.453550094789808,"TP"
"9030","normal(0.6)-Normal_548_328.8-1870","normal(0.6)","Normal_548_328.8",1870,0,-0.00678,0.00678,1,0.01369,2.84779,6,0,0.675401069518717,0.952941176470588,0.999465240641711,"gbm","unseen","class_0","class_0",0.17167901322507,0.453550094789808,"TN"
"9035","normal(0.6)-Normal_-605_363-1870","normal(0.6)","Normal_-605_363",1870,0,-0.00563,0.00563,1,-0.03997,3.04848,18,0,0.699465240641711,0.949197860962567,0.998395721925134,"gbm","unseen","class_0","class_0",0.0598722662262713,0.453550094789808,"TN"
"9040","normal(0.6)-Normal_956_573.6-1870","normal(0.6)","Normal_956_573.6",1870,0,0.00521,-0.00521,1,-0.04357,3.14091,11,0,0.685561497326203,0.954545454545455,0.997326203208556,"gbm","unseen","class_0","class_0",0.0560043724882754,0.453550094789808,"TN"
"9045","normal(0.6)-Normal_-597_358.2-1870","normal(0.6)","Normal_-597_358.2",1870,0,-0.01741,0.01741,1,0.05573,2.87218,15,0,0.66951871657754,0.958823529411765,0.998930481283422,"gbm","unseen","class_0","class_0",0.122336207235207,0.453550094789808,"TN"
"9050","normal(0.6)-Normal_-277_166.2-1870","normal(0.6)","Normal_-277_166.2",1870,0,-0.00433,0.00433,1,0.05864,3.07198,17,0,0.670053475935829,0.955614973262032,0.997326203208556,"gbm","unseen","class_0","class_0",0.0780842189464974,0.453550094789808,"TN"
"9051","close_normal-tukey(0.1)-1881","close_normal","tukey(0.1)",1881,0,-0.01264,0.01264,1,-0.03605,3.02157,15,0,0.686337054758107,0.952153110047847,0.997341839447103,"gbm","unseen","class_1","class_0",0.0612488300123889,0.453550094789808,"FN"
"9056","sym_long_tail-t(1)-1881","sym_long_tail","t(1)",1881,0,-0.02195,0.02195,1,2.55718,170.96714,315,196,0.961722488038278,0.983519404572036,0.987240829346092,"gbm","unseen","class_1","class_1",0.994978091288525,0.453550094789808,"TP"
"9061","sym_short_tail-uniform(0,1)-1881","sym_short_tail","uniform(0,1)",1881,0,-0.03511,0.03511,1,0.03132,1.81647,0,0,0.573631047315258,1,1,"gbm","unseen","class_1","class_1",0.992622939235277,0.453550094789808,"TP"
"9066","asym_long_tail-Weibull(0.5,1)-1881","asym_long_tail","Weibull(0.5,1)",1881,0,-0.32993,0.32993,1,5.59757,45.35471,203,119,0.927698032961191,0.962785752259437,0.982456140350877,"gbm","unseen","class_1","class_1",0.994739031949862,0.453550094789808,"TP"
"9071","asym_short_tail-beta(2,1)-1881","asym_short_tail","beta(2,1)",1881,0,0.14719,-0.14719,1,-0.5223,2.3495,0,0,0.630515683147262,0.962254120148857,1,"gbm","unseen","class_1","class_1",0.971773214684929,0.453550094789808,"TP"
"9080","normal(0.6)-Normal_548_328.8-1881","normal(0.6)","Normal_548_328.8",1881,0,-0.0075,0.0075,1,0.0052,2.86356,11,0,0.675704412546518,0.952684742158426,0.999468367889421,"gbm","unseen","class_0","class_0",0.165757790148113,0.453550094789808,"TN"
"9085","normal(0.6)-Normal_-605_363-1881","normal(0.6)","Normal_-605_363",1881,0,0.00097,-0.00097,1,-0.05732,3.06997,20,0,0.697501329080276,0.94949494949495,0.997873471557682,"gbm","unseen","class_0","class_0",0.0673291282847699,0.453550094789808,"TN"
"9090","normal(0.6)-Normal_956_573.6-1881","normal(0.6)","Normal_956_573.6",1881,0,0.00666,-0.00666,1,-0.011,3.13158,13,0,0.682615629984051,0.954279638490165,0.998405103668262,"gbm","unseen","class_0","class_0",0.0712036909996016,0.453550094789808,"TN"
"9095","normal(0.6)-Normal_-597_358.2-1881","normal(0.6)","Normal_-597_358.2",1881,0,-0.01442,0.01442,1,0.07209,2.91519,15,0,0.672514619883041,0.956406166932483,0.998405103668262,"gbm","unseen","class_0","class_0",0.0800537422673973,0.453550094789808,"TN"
"9100","normal(0.6)-Normal_-277_166.2-1881","normal(0.6)","Normal_-277_166.2",1881,0,-0.00625,0.00625,1,0.05678,3.04113,14,0,0.670919723551302,0.956937799043062,0.997341839447103,"gbm","unseen","class_0","class_0",0.080717063436378,0.453550094789808,"TN"
"9101","close_normal-tukey(0.1)-1892","close_normal","tukey(0.1)",1892,0,-0.01155,0.01155,1,-0.02531,2.97703,21,0,0.682346723044397,0.95507399577167,0.997885835095137,"gbm","unseen","class_1","class_0",0.0641170519781069,0.453550094789808,"FN"
"9106","sym_long_tail-t(1)-1892","sym_long_tail","t(1)",1892,0,0.00139,-0.00139,1,-7.86032,304.07025,322,207,0.968816067653277,0.985729386892178,0.988900634249471,"gbm","unseen","class_1","class_1",0.982069749816896,0.453550094789808,"TP"
"9111","sym_short_tail-uniform(0,1)-1892","sym_short_tail","uniform(0,1)",1892,0,-0.02004,0.02004,1,0.03597,1.8445,0,0,0.579809725158562,1,1,"gbm","unseen","class_1","class_1",0.992993183602904,0.453550094789808,"TP"
