"","sample_id","dist_family","dist","size","mean","median","mean_median_diff","sd","skewness","kurtosis","outliers_minor_ratio","outliers_extream_ratio","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","model","test_set","actual","predicted","score","threshold","type"
"7056","sym_long_tail-t(1)-1376","sym_long_tail","t(1)",1376,0,-0.01544,0.01544,1,25.54289,913.09577,0.150436046511628,0.0850290697674419,0.992005813953488,0.995639534883721,0.996366279069767,"svmRadialSigma","unseen","class_1","class_1",0.950325289084794,0.468671536447808,"TP"
"7061","sym_short_tail-uniform(0,1)-1376","sym_short_tail","uniform(0,1)",1376,0,0.04613,0.04613,1,-0.07541,1.85023,0,0,0.587936046511628,1,1,"svmRadialSigma","unseen","class_1","class_1",0.968678015164908,0.468671536447808,"TP"
"7066","asym_long_tail-Weibull(0.5,1)-1376","asym_long_tail","Weibull(0.5,1)",1376,0,-0.35657,0.35657,1,5.78466,56.35507,0.127906976744186,0.0712209302325581,0.917151162790698,0.962936046511628,0.978924418604651,"svmRadialSigma","unseen","class_1","class_1",0.960628810391625,0.468671536447808,"TP"
"7071","asym_short_tail-beta(2,1)-1376","asym_short_tail","beta(2,1)",1376,0,0.17924,0.17924,1,-0.54996,2.35025,0,0,0.622093023255814,0.965843023255814,1,"svmRadialSigma","unseen","class_1","class_1",0.9802993910175,0.468671536447808,"TP"
"7079","normal(0.6)-Normal_548_328.8-1376","normal(0.6)","Normal_548_328.8",1376,0,0.04728,0.04728,1,-0.10819,2.83664,0.00508720930232558,0,0.669331395348837,0.958575581395349,0.997093023255814,"svmRadialSigma","unseen","class_0","class_0",0.168812726949304,0.468671536447808,"TN"
"7084","normal(0.6)-Normal_-605_363-1376","normal(0.6)","Normal_-605_363",1376,0,-0.01488,0.01488,1,0.0095,3.10368,0.00944767441860465,0,0.686046511627907,0.951308139534884,0.997093023255814,"svmRadialSigma","unseen","class_0","class_0",0.0386235503164525,0.468671536447808,"TN"
"7089","normal(0.6)-Normal_956_573.6-1376","normal(0.6)","Normal_956_573.6",1376,0,0.00578,0.00578,1,-0.03983,3.0132,0.00872093023255814,0,0.700581395348837,0.950581395348837,0.997819767441861,"svmRadialSigma","unseen","class_0","class_0",0.0643511790518531,0.468671536447808,"TN"
"7094","normal(0.6)-Normal_-597_358.2-1376","normal(0.6)","Normal_-597_358.2",1376,0,-0.02208,0.02208,1,0.06628,2.91991,0.00508720930232558,0,0.674418604651163,0.956395348837209,0.997093023255814,"svmRadialSigma","unseen","class_0","class_0",0.0752928108057054,0.468671536447808,"TN"
"7099","normal(0.6)-Normal_-277_166.2-1376","normal(0.6)","Normal_-277_166.2",1376,0,-0.03333,0.03333,1,-0.00488,2.93968,0.00363372093023256,0,0.696220930232558,0.958575581395349,0.997819767441861,"svmRadialSigma","unseen","class_0","class_0",0.25520815499913,0.468671536447808,"TN"
"7101","close_normal-tukey(0.1)-1398","close_normal","tukey(0.1)",1398,0,0.01138,0.01138,1,-0.01301,3.19483,0.00858369098712446,0,0.676680972818312,0.957081545064378,0.992846924177396,"svmRadialSigma","unseen","class_1","class_0",0.173915394759163,0.468671536447808,"FN"
"7106","sym_long_tail-t(1)-1398","sym_long_tail","t(1)",1398,0,-0.02303,0.02303,1,26.57252,961.16337,0.149499284692418,0.086552217453505,0.991416309012876,0.996423462088698,0.997138769670958,"svmRadialSigma","unseen","class_1","class_1",0.950325289084792,0.468671536447808,"TP"
"7111","sym_short_tail-uniform(0,1)-1398","sym_short_tail","uniform(0,1)",1398,0,0.00721,0.00721,1,0.00892,1.77689,0,0,0.57725321888412,1,1,"svmRadialSigma","unseen","class_1","class_1",0.96848614681002,0.468671536447808,"TP"
"7116","asym_long_tail-Weibull(0.5,1)-1398","asym_long_tail","Weibull(0.5,1)",1398,0,-0.32598,0.32598,1,5.73491,48.08363,0.108726752503577,0.0608011444921316,0.927753934191702,0.963519313304721,0.977825464949929,"svmRadialSigma","unseen","class_1","class_1",0.962024346069119,0.468671536447808,"TP"
"7121","asym_short_tail-beta(2,1)-1398","asym_short_tail","beta(2,1)",1398,0,0.16313,0.16313,1,-0.52056,2.31856,0,0,0.621602288984263,0.968526466380544,1,"svmRadialSigma","unseen","class_1","class_1",0.984587242102926,0.468671536447808,"TP"
"7129","normal(0.6)-Normal_548_328.8-1398","normal(0.6)","Normal_548_328.8",1398,0,0.03905,0.03905,1,-0.08585,2.80605,0.00572246065808298,0,0.666666666666667,0.959227467811159,0.997138769670958,"svmRadialSigma","unseen","class_0","class_0",0.183668372298637,0.468671536447808,"TN"
"7134","normal(0.6)-Normal_-605_363-1398","normal(0.6)","Normal_-605_363",1398,0,-0.00908,0.00908,1,0.00044,3.12998,0.00929899856938484,0,0.686695278969957,0.949928469241774,0.997138769670958,"svmRadialSigma","unseen","class_0","class_0",0.0413066425363806,0.468671536447808,"TN"
"7139","normal(0.6)-Normal_956_573.6-1398","normal(0.6)","Normal_956_573.6",1398,0,0.00522,0.00522,1,-0.09874,3.02907,0.00643776824034335,0,0.69241773962804,0.953505007153076,0.997138769670958,"svmRadialSigma","unseen","class_0","class_0",0.037557138851982,0.468671536447808,"TN"
"7144","normal(0.6)-Normal_-597_358.2-1398","normal(0.6)","Normal_-597_358.2",1398,0,-0.01104,0.01104,1,0.01668,3.02906,0.00858369098712446,0,0.678826895565093,0.954935622317597,0.995708154506438,"svmRadialSigma","unseen","class_0","class_0",0.0390121964472988,0.468671536447808,"TN"
"7149","normal(0.6)-Normal_-277_166.2-1398","normal(0.6)","Normal_-277_166.2",1398,0,-0.01508,0.01508,1,3e-05,2.96186,0.0050071530758226,0,0.696709585121602,0.954220314735336,0.998569384835479,"svmRadialSigma","unseen","class_0","class_0",0.0710363274153497,0.468671536447808,"TN"
"7151","close_normal-tukey(0.1)-1404","close_normal","tukey(0.1)",1404,0,0.00446,0.00446,1,-0.00379,3.19676,0.00783475783475784,0,0.674501424501424,0.957264957264957,0.993589743589744,"svmRadialSigma","unseen","class_1","class_0",0.0842946034563163,0.468671536447808,"FN"
"7156","sym_long_tail-t(1)-1404","sym_long_tail","t(1)",1404,0,-0.00039,0.00039,1,-14.90014,570.21864,0.158831908831909,0.0918803418803419,0.974358974358974,0.990740740740741,0.994301994301994,"svmRadialSigma","unseen","class_1","class_1",0.950325479845216,0.468671536447808,"TP"
"7161","sym_short_tail-uniform(0,1)-1404","sym_short_tail","uniform(0,1)",1404,0,-0.05239,0.05239,1,0.0769,1.85252,0,0,0.581196581196581,1,1,"svmRadialSigma","unseen","class_1","class_1",0.966557248790643,0.468671536447808,"TP"
"7166","asym_long_tail-Weibull(0.5,1)-1404","asym_long_tail","Weibull(0.5,1)",1404,0,-0.29615,0.29615,1,7.08916,73.95167,0.11039886039886,0.0626780626780627,0.937321937321937,0.968660968660969,0.980769230769231,"svmRadialSigma","unseen","class_1","class_1",0.960062399312805,0.468671536447808,"TP"
"7171","asym_short_tail-beta(2,1)-1404","asym_short_tail","beta(2,1)",1404,0,0.174,0.174,1,-0.52454,2.2632,0,0,0.625356125356125,0.972934472934473,1,"svmRadialSigma","unseen","class_1","class_1",0.982327686437335,0.468671536447808,"TP"
"7179","normal(0.6)-Normal_548_328.8-1404","normal(0.6)","Normal_548_328.8",1404,0,0.04601,0.04601,1,-0.10089,2.80106,0.0056980056980057,0,0.668091168091168,0.959401709401709,0.997150997150997,"svmRadialSigma","unseen","class_0","class_0",0.216819930093711,0.468671536447808,"TN"
"7184","normal(0.6)-Normal_-605_363-1404","normal(0.6)","Normal_-605_363",1404,0,-0.00023,0.00023,1,-0.02911,3.11436,0.00925925925925926,0,0.690883190883191,0.952279202279202,0.997150997150997,"svmRadialSigma","unseen","class_0","class_0",0.0371923402769364,0.468671536447808,"TN"
"7189","normal(0.6)-Normal_956_573.6-1404","normal(0.6)","Normal_956_573.6",1404,0,0.0105,0.0105,1,-0.08766,3.0519,0.00641025641025641,0,0.693732193732194,0.950854700854701,0.997150997150997,"svmRadialSigma","unseen","class_0","class_0",0.0441114425503416,0.468671536447808,"TN"
"7194","normal(0.6)-Normal_-597_358.2-1404","normal(0.6)","Normal_-597_358.2",1404,0,-0.02354,0.02354,1,0.05612,3.12874,0.00783475783475784,0,0.683760683760684,0.953703703703704,0.995014245014245,"svmRadialSigma","unseen","class_0","class_0",0.0984871607450613,0.468671536447808,"TN"
"7199","normal(0.6)-Normal_-277_166.2-1404","normal(0.6)","Normal_-277_166.2",1404,0,-0.00605,0.00605,1,-0.02184,3.02184,0.00712250712250712,0,0.690883190883191,0.952991452991453,0.998575498575499,"svmRadialSigma","unseen","class_0","class_0",0.0505167917782217,0.468671536447808,"TN"
"7201","close_normal-tukey(0.1)-1405","close_normal","tukey(0.1)",1405,0,-0.02617,0.02617,1,0.10699,3.1254,0.00782918149466192,0,0.672597864768683,0.958718861209964,0.995017793594306,"svmRadialSigma","unseen","class_1","class_0",0.136337205007569,0.468671536447808,"FN"
"7206","sym_long_tail-t(1)-1405","sym_long_tail","t(1)",1405,0,0.00527,0.00527,1,-16.59972,628.64889,0.158718861209964,0.0925266903914591,0.973665480427046,0.990747330960854,0.995017793594306,"svmRadialSigma","unseen","class_1","class_1",0.950643624919489,0.468671536447808,"TP"
"7211","sym_short_tail-uniform(0,1)-1405","sym_short_tail","uniform(0,1)",1405,0,-0.08788,0.08788,1,0.10705,1.84839,0,0,0.587188612099644,1,1,"svmRadialSigma","unseen","class_1","class_1",0.963331477584587,0.468671536447808,"TP"
"7216","asym_long_tail-Weibull(0.5,1)-1405","asym_long_tail","Weibull(0.5,1)",1405,0,-0.29878,0.29878,1,6.89491,70.53305,0.113167259786477,0.0604982206405694,0.933096085409253,0.970818505338078,0.980071174377224,"svmRadialSigma","unseen","class_1","class_1",0.959677169016253,0.468671536447808,"TP"
"7221","asym_short_tail-beta(2,1)-1405","asym_short_tail","beta(2,1)",1405,0,0.16608,0.16608,1,-0.56184,2.38916,0,0,0.63202846975089,0.962989323843416,1,"svmRadialSigma","unseen","class_1","class_1",0.98134318222191,0.468671536447808,"TP"
"7229","normal(0.6)-Normal_548_328.8-1405","normal(0.6)","Normal_548_328.8",1405,0,0.04996,0.04996,1,-0.09941,2.80323,0.00569395017793594,0,0.667615658362989,0.959430604982206,0.997153024911032,"svmRadialSigma","unseen","class_0","class_0",0.243458633571266,0.468671536447808,"TN"
"7234","normal(0.6)-Normal_-605_363-1405","normal(0.6)","Normal_-605_363",1405,0,-0.00203,0.00203,1,-0.02603,3.09987,0.00925266903914591,0,0.688256227758007,0.952313167259786,0.997153024911032,"svmRadialSigma","unseen","class_0","class_0",0.0336677044277995,0.468671536447808,"TN"
"7239","normal(0.6)-Normal_956_573.6-1405","normal(0.6)","Normal_956_573.6",1405,0,0.00773,0.00773,1,-0.09091,3.03684,0.00569395017793594,0,0.693950177935943,0.950889679715302,0.997153024911032,"svmRadialSigma","unseen","class_0","class_0",0.0424465348894654,0.468671536447808,"TN"
"7244","normal(0.6)-Normal_-597_358.2-1405","normal(0.6)","Normal_-597_358.2",1405,0,-0.02329,0.02329,1,0.06748,3.17209,0.00854092526690392,0,0.686832740213523,0.953024911032028,0.994306049822064,"svmRadialSigma","unseen","class_0","class_0",0.230002251036688,0.468671536447808,"TN"
"7249","normal(0.6)-Normal_-277_166.2-1405","normal(0.6)","Normal_-277_166.2",1405,0,-0.00267,0.00267,1,-0.03426,3.02837,0.00782918149466192,0,0.691814946619217,0.953024911032028,0.998576512455516,"svmRadialSigma","unseen","class_0","class_0",0.0501160015926561,0.468671536447808,"TN"
"7251","close_normal-tukey(0.1)-1420","close_normal","tukey(0.1)",1420,0,-0.01881,0.01881,1,0.10671,3.14914,0.00774647887323944,0,0.673239436619718,0.959154929577465,0.995070422535211,"svmRadialSigma","unseen","class_1","class_0",0.10295881397865,0.468671536447808,"FN"
"7256","sym_long_tail-t(1)-1420","sym_long_tail","t(1)",1420,0,0.00232,0.00232,1,-17.05556,657.01005,0.159154929577465,0.0964788732394366,0.974647887323944,0.990845070422535,0.995774647887324,"svmRadialSigma","unseen","class_1","class_1",0.951886570980278,0.468671536447808,"TP"
"7261","sym_short_tail-uniform(0,1)-1420","sym_short_tail","uniform(0,1)",1420,0,-0.07342,0.07342,1,0.07276,1.8128,0,0,0.583098591549296,1,1,"svmRadialSigma","unseen","class_1","class_1",0.964868038503041,0.468671536447808,"TP"
"7266","asym_long_tail-Weibull(0.5,1)-1420","asym_long_tail","Weibull(0.5,1)",1420,0,-0.31569,0.31569,1,7.17876,80.85884,0.116197183098592,0.0584507042253521,0.924647887323944,0.96830985915493,0.985915492957746,"svmRadialSigma","unseen","class_1","class_1",0.963376594859424,0.468671536447808,"TP"
"7271","asym_short_tail-beta(2,1)-1420","asym_short_tail","beta(2,1)",1420,0,0.1562,0.1562,1,-0.49752,2.27274,0,0,0.623943661971831,0.96830985915493,1,"svmRadialSigma","unseen","class_1","class_1",0.985697675481081,0.468671536447808,"TP"
"7279","normal(0.6)-Normal_548_328.8-1420","normal(0.6)","Normal_548_328.8",1420,0,0.05158,0.05158,1,-0.09031,2.79522,0.00563380281690141,0,0.667605633802817,0.961971830985916,0.996478873239437,"svmRadialSigma","unseen","class_0","class_0",0.269170209122808,0.468671536447808,"TN"
"7284","normal(0.6)-Normal_-605_363-1420","normal(0.6)","Normal_-605_363",1420,0,-0.00181,0.00181,1,-0.04396,3.1598,0.0126760563380282,0,0.688028169014084,0.953521126760563,0.997183098591549,"svmRadialSigma","unseen","class_0","class_0",0.0320351807410928,0.468671536447808,"TN"
"7289","normal(0.6)-Normal_956_573.6-1420","normal(0.6)","Normal_956_573.6",1420,0,0.02558,0.02558,1,-0.11746,2.92441,0.00352112676056338,0,0.683098591549296,0.954929577464789,0.997887323943662,"svmRadialSigma","unseen","class_0","class_0",0.0656143118960579,0.468671536447808,"TN"
"7294","normal(0.6)-Normal_-597_358.2-1420","normal(0.6)","Normal_-597_358.2",1420,0,-0.0287,0.0287,1,0.10867,3.16215,0.00704225352112676,0,0.692253521126761,0.954225352112676,0.994366197183099,"svmRadialSigma","unseen","class_0","class_0",0.449152228030145,0.468671536447808,"TN"
"7299","normal(0.6)-Normal_-277_166.2-1420","normal(0.6)","Normal_-277_166.2",1420,0,-0.00365,0.00365,1,-0.01652,2.95973,0.00563380281690141,0,0.688732394366197,0.954225352112676,0.997887323943662,"svmRadialSigma","unseen","class_0","class_0",0.0407164849110427,0.468671536447808,"TN"
"7301","close_normal-tukey(0.1)-1440","close_normal","tukey(0.1)",1440,0,-0.02887,0.02887,1,0.02898,3.15255,0.0125,0,0.681944444444444,0.956944444444444,0.995833333333333,"svmRadialSigma","unseen","class_1","class_0",0.0922562617310331,0.468671536447808,"FN"
"7306","sym_long_tail-t(1)-1440","sym_long_tail","t(1)",1440,0,-0.00732,0.00732,1,-1.27758,442.40606,0.163194444444444,0.0986111111111111,0.977083333333333,0.993055555555556,0.995138888888889,"svmRadialSigma","unseen","class_1","class_1",0.95032529095509,0.468671536447808,"TP"
"7311","sym_short_tail-uniform(0,1)-1440","sym_short_tail","uniform(0,1)",1440,0,-0.03336,0.03336,1,-0.01426,1.79871,0,0,0.577777777777778,1,1,"svmRadialSigma","unseen","class_1","class_1",0.967500273835087,0.468671536447808,"TP"
"7316","asym_long_tail-Weibull(0.5,1)-1440","asym_long_tail","Weibull(0.5,1)",1440,0,-0.34109,0.34109,1,5.54073,47.76183,0.109722222222222,0.0645833333333333,0.918055555555556,0.963194444444444,0.978472222222222,"svmRadialSigma","unseen","class_1","class_1",0.96284786024886,0.468671536447808,"TP"
"7321","asym_short_tail-beta(2,1)-1440","asym_short_tail","beta(2,1)",1440,0,0.1745,0.1745,1,-0.56475,2.36936,0,0,0.627777777777778,0.961805555555556,1,"svmRadialSigma","unseen","class_1","class_1",0.978028445752367,0.468671536447808,"TP"
"7329","normal(0.6)-Normal_548_328.8-1440","normal(0.6)","Normal_548_328.8",1440,0,0.04261,0.04261,1,-0.06976,2.85629,0.00694444444444444,0,0.669444444444444,0.9625,0.996527777777778,"svmRadialSigma","unseen","class_0","class_0",0.256348826242478,0.468671536447808,"TN"
"7334","normal(0.6)-Normal_-605_363-1440","normal(0.6)","Normal_-605_363",1440,0,-0.01601,0.01601,1,-0.01787,3.12008,0.0118055555555556,0,0.683333333333333,0.954166666666667,0.996527777777778,"svmRadialSigma","unseen","class_0","class_0",0.0318749737071703,0.468671536447808,"TN"
"7339","normal(0.6)-Normal_956_573.6-1440","normal(0.6)","Normal_956_573.6",1440,0,0.00837,0.00837,1,-0.09146,2.95252,0.00486111111111111,0,0.679166666666667,0.961111111111111,0.996527777777778,"svmRadialSigma","unseen","class_0","class_0",0.085213024900987,0.468671536447808,"TN"
"7344","normal(0.6)-Normal_-597_358.2-1440","normal(0.6)","Normal_-597_358.2",1440,0,-0.01254,0.01254,1,0.00825,3.08591,0.00833333333333333,0,0.688888888888889,0.954166666666667,0.996527777777778,"svmRadialSigma","unseen","class_0","class_0",0.0428480896422404,0.468671536447808,"TN"
"7349","normal(0.6)-Normal_-277_166.2-1440","normal(0.6)","Normal_-277_166.2",1440,0,-0.00345,0.00345,1,-0.00998,2.95034,0.00555555555555556,0,0.675694444444444,0.95625,0.996527777777778,"svmRadialSigma","unseen","class_0","class_0",0.0336932177733901,0.468671536447808,"TN"
"7351","close_normal-tukey(0.1)-1444","close_normal","tukey(0.1)",1444,0,-0.0087,0.0087,1,0.02096,3.13107,0.010387811634349,0,0.682825484764543,0.952908587257618,0.99584487534626,"svmRadialSigma","unseen","class_1","class_0",0.0379614271709562,0.468671536447808,"FN"
"7356","sym_long_tail-t(1)-1444","sym_long_tail","t(1)",1444,0,-5e-04,5e-04,1,-1.42272,401.62399,0.162049861495845,0.100415512465374,0.976454293628809,0.990997229916898,0.992382271468144,"svmRadialSigma","unseen","class_1","class_1",0.950325685175353,0.468671536447808,"TP"
"7361","sym_short_tail-uniform(0,1)-1444","sym_short_tail","uniform(0,1)",1444,0,-0.03966,0.03966,1,0.02766,1.85333,0,0,0.589335180055402,1,1,"svmRadialSigma","unseen","class_1","class_1",0.967383348259585,0.468671536447808,"TP"
"7366","asym_long_tail-Weibull(0.5,1)-1444","asym_long_tail","Weibull(0.5,1)",1444,0,-0.34653,0.34653,1,7.02999,92.51886,0.129501385041551,0.0678670360110803,0.916897506925208,0.962603878116344,0.984072022160665,"svmRadialSigma","unseen","class_1","class_1",0.96176422798784,0.468671536447808,"TP"
"7371","asym_short_tail-beta(2,1)-1444","asym_short_tail","beta(2,1)",1444,0,0.16092,0.16092,1,-0.55984,2.38915,0,0,0.617728531855956,0.956371191135734,1,"svmRadialSigma","unseen","class_1","class_1",0.970665115296969,0.468671536447808,"TP"
"7379","normal(0.6)-Normal_548_328.8-1444","normal(0.6)","Normal_548_328.8",1444,0,0.04171,0.04171,1,-0.07099,2.86437,0.00761772853185596,0,0.671052631578947,0.962603878116344,0.99584487534626,"svmRadialSigma","unseen","class_0","class_0",0.178302523681512,0.468671536447808,"TN"
"7384","normal(0.6)-Normal_-605_363-1444","normal(0.6)","Normal_-605_363",1444,0,-0.00969,0.00969,1,-0.02781,3.10064,0.0117728531855956,0,0.681440443213296,0.954293628808864,0.996537396121884,"svmRadialSigma","unseen","class_0","class_0",0.0279337731710653,0.468671536447808,"TN"
"7389","normal(0.6)-Normal_956_573.6-1444","normal(0.6)","Normal_956_573.6",1444,0,-0.00343,0.00343,1,-0.0768,2.89977,0.00484764542936288,0,0.676592797783934,0.961218836565097,0.996537396121884,"svmRadialSigma","unseen","class_0","class_0",0.0861938521385409,0.468671536447808,"TN"
"7394","normal(0.6)-Normal_-597_358.2-1444","normal(0.6)","Normal_-597_358.2",1444,0,-0.00884,0.00884,1,-0.03715,3.33346,0.010387811634349,0,0.695290858725762,0.954293628808864,0.99584487534626,"svmRadialSigma","unseen","class_0","class_0",0.0892158334198004,0.468671536447808,"TN"
"7399","normal(0.6)-Normal_-277_166.2-1444","normal(0.6)","Normal_-277_166.2",1444,0,-0.01634,0.01634,1,0.03792,3.0003,0.00692520775623269,0,0.676592797783934,0.955678670360111,0.99584487534626,"svmRadialSigma","unseen","class_0","class_0",0.042326526002197,0.468671536447808,"TN"
"7401","close_normal-tukey(0.1)-1445","close_normal","tukey(0.1)",1445,0,-0.01549,0.01549,1,0.06115,3.10408,0.00968858131487889,0,0.676124567474048,0.955709342560554,0.995847750865052,"svmRadialSigma","unseen","class_1","class_0",0.0449416233945241,0.468671536447808,"FN"
"7406","sym_long_tail-t(1)-1445","sym_long_tail","t(1)",1445,0,-0.00177,0.00177,1,-1.42314,400.61124,0.160553633217993,0.0996539792387543,0.97439446366782,0.991003460207612,0.992387543252595,"svmRadialSigma","unseen","class_1","class_1",0.95032574290363,0.468671536447808,"TP"
"7411","sym_short_tail-uniform(0,1)-1445","sym_short_tail","uniform(0,1)",1445,0,0.00107,0.00107,1,-0.0171,1.86636,0,0,0.599307958477509,1,1,"svmRadialSigma","unseen","class_1","class_1",0.968888527777566,0.468671536447808,"TP"
"7416","asym_long_tail-Weibull(0.5,1)-1445","asym_long_tail","Weibull(0.5,1)",1445,0,-0.35012,0.35012,1,6.8726,92.15143,0.122491349480969,0.0657439446366782,0.912110726643599,0.961245674740484,0.981314878892734,"svmRadialSigma","unseen","class_1","class_1",0.959873561285679,0.468671536447808,"TP"
"7421","asym_short_tail-beta(2,1)-1445","asym_short_tail","beta(2,1)",1445,0,0.17496,0.17496,1,-0.58002,2.4172,0,0,0.626297577854671,0.955709342560554,1,"svmRadialSigma","unseen","class_1","class_1",0.96994392717504,0.468671536447808,"TP"
"7429","normal(0.6)-Normal_548_328.8-1445","normal(0.6)","Normal_548_328.8",1445,0,0.04346,0.04346,1,-0.05997,2.8745,0.00761245674740484,0,0.6719723183391,0.962629757785467,0.996539792387543,"svmRadialSigma","unseen","class_0","class_0",0.262802088100639,0.468671536447808,"TN"
"7434","normal(0.6)-Normal_-605_363-1445","normal(0.6)","Normal_-605_363",1445,0,-0.00731,0.00731,1,-0.03177,3.10805,0.0117647058823529,0,0.681660899653979,0.95363321799308,0.996539792387543,"svmRadialSigma","unseen","class_0","class_0",0.0266306607337644,0.468671536447808,"TN"
"7439","normal(0.6)-Normal_956_573.6-1445","normal(0.6)","Normal_956_573.6",1445,0,-0.00301,0.00301,1,-0.07208,2.89487,0.00484429065743945,0,0.674740484429066,0.961245674740484,0.996539792387543,"svmRadialSigma","unseen","class_0","class_0",0.0876634465143418,0.468671536447808,"TN"
"7444","normal(0.6)-Normal_-597_358.2-1445","normal(0.6)","Normal_-597_358.2",1445,0,-0.00424,0.00424,1,-0.02513,3.30465,0.00899653979238754,0,0.693425605536332,0.95363321799308,0.995847750865052,"svmRadialSigma","unseen","class_0","class_0",0.0724470059086526,0.468671536447808,"TN"
"7449","normal(0.6)-Normal_-277_166.2-1445","normal(0.6)","Normal_-277_166.2",1445,0,-0.01292,0.01292,1,0.03623,3.011,0.0069204152249135,0,0.677508650519031,0.955709342560554,0.995847750865052,"svmRadialSigma","unseen","class_0","class_0",0.0398534034718194,0.468671536447808,"TN"
"7451","close_normal-tukey(0.1)-1460","close_normal","tukey(0.1)",1460,0,-0.01567,0.01567,1,0.06398,3.10725,0.0102739726027397,0,0.677397260273973,0.957534246575342,0.995890410958904,"svmRadialSigma","unseen","class_1","class_0",0.05869591571465,0.468671536447808,"FN"
"7456","sym_long_tail-t(1)-1460","sym_long_tail","t(1)",1460,0,-0.00284,0.00284,1,-1.42578,402.53122,0.164383561643836,0.100684931506849,0.973972602739726,0.991095890410959,0.992465753424657,"svmRadialSigma","unseen","class_1","class_1",0.950325639340228,0.468671536447808,"TP"
"7461","sym_short_tail-uniform(0,1)-1460","sym_short_tail","uniform(0,1)",1460,0,0.01898,0.01898,1,-0.03726,1.84072,0,0,0.593150684931507,1,1,"svmRadialSigma","unseen","class_1","class_1",0.968629604256274,0.468671536447808,"TP"
"7466","asym_long_tail-Weibull(0.5,1)-1460","asym_long_tail","Weibull(0.5,1)",1460,0,-0.36103,0.36103,1,4.28335,26.68992,0.121917808219178,0.063013698630137,0.912328767123288,0.955479452054795,0.976027397260274,"svmRadialSigma","unseen","class_1","class_1",0.962928881451501,0.468671536447808,"TP"
"7471","asym_short_tail-beta(2,1)-1460","asym_short_tail","beta(2,1)",1460,0,0.15502,0.15502,1,-0.60693,2.50952,0,0,0.633561643835616,0.950684931506849,1,"svmRadialSigma","unseen","class_1","class_1",0.961023115978213,0.468671536447808,"TP"
"7479","normal(0.6)-Normal_548_328.8-1460","normal(0.6)","Normal_548_328.8",1460,0,0.04601,0.04601,1,-0.05748,2.84492,0.00684931506849315,0,0.671232876712329,0.963013698630137,0.997260273972603,"svmRadialSigma","unseen","class_0","class_0",0.45637522818933,0.468671536447808,"TN"
"7484","normal(0.6)-Normal_-605_363-1460","normal(0.6)","Normal_-605_363",1460,0,-0.00019,0.00019,1,-0.0187,3.0392,0.00821917808219178,0,0.680821917808219,0.956849315068493,0.997260273972603,"svmRadialSigma","unseen","class_0","class_0",0.0434290046519681,0.468671536447808,"TN"
"7489","normal(0.6)-Normal_956_573.6-1460","normal(0.6)","Normal_956_573.6",1460,0,0.01477,0.01477,1,-0.1084,3.08105,0.00684931506849315,0,0.68013698630137,0.958904109589041,0.995205479452055,"svmRadialSigma","unseen","class_0","class_0",0.0508159768481533,0.468671536447808,"TN"
"7494","normal(0.6)-Normal_-597_358.2-1460","normal(0.6)","Normal_-597_358.2",1460,0,0.02208,0.02208,1,-0.06764,3.21862,0.00616438356164384,0,0.686986301369863,0.955479452054795,0.997945205479452,"svmRadialSigma","unseen","class_0","class_0",0.0687066896064272,0.468671536447808,"TN"
"7499","normal(0.6)-Normal_-277_166.2-1460","normal(0.6)","Normal_-277_166.2",1460,0,-0.01018,0.01018,1,0.05543,2.94598,0.00547945205479452,0,0.674657534246575,0.958904109589041,0.995205479452055,"svmRadialSigma","unseen","class_0","class_0",0.0615934862743815,0.468671536447808,"TN"
"7501","close_normal-tukey(0.1)-1470","close_normal","tukey(0.1)",1470,0,-0.00018,0.00018,1,0.06837,3.08022,0.0102040816326531,0,0.684353741496599,0.953741496598639,0.996598639455782,"svmRadialSigma","unseen","class_1","class_0",0.0365927169757261,0.468671536447808,"FN"
"7506","sym_long_tail-t(1)-1470","sym_long_tail","t(1)",1470,0,-0.02138,0.02138,1,16.96583,444.03546,0.164625850340136,0.0979591836734694,0.965986394557823,0.985714285714286,0.992517006802721,"svmRadialSigma","unseen","class_1","class_1",0.950546155343574,0.468671536447808,"TP"
"7511","sym_short_tail-uniform(0,1)-1470","sym_short_tail","uniform(0,1)",1470,0,-0.01393,0.01393,1,0.0056,1.76482,0,0,0.574829931972789,1,1,"svmRadialSigma","unseen","class_1","class_1",0.967972064049541,0.468671536447808,"TP"
"7516","asym_long_tail-Weibull(0.5,1)-1470","asym_long_tail","Weibull(0.5,1)",1470,0,-0.29591,0.29591,1,7.91046,92.37749,0.12108843537415,0.0646258503401361,0.938095238095238,0.974149659863946,0.986394557823129,"svmRadialSigma","unseen","class_1","class_1",0.960776737694248,0.468671536447808,"TP"
"7521","asym_short_tail-beta(2,1)-1470","asym_short_tail","beta(2,1)",1470,0,0.16333,0.16333,1,-0.5966,2.45013,0,0,0.627210884353742,0.957142857142857,1,"svmRadialSigma","unseen","class_1","class_1",0.972999420952648,0.468671536447808,"TP"
"7529","normal(0.6)-Normal_548_328.8-1470","normal(0.6)","Normal_548_328.8",1470,0,0.05327,0.05327,1,-0.0613,2.83702,0.00748299319727891,0,0.669387755102041,0.963945578231293,0.997278911564626,"svmRadialSigma","unseen","class_0","class_1",0.596988511596684,0.468671536447808,"FP"
