"","sample_id","dist_family","dist","size","mean","median","mean_median_diff","sd","skewness","kurtosis","outliers_minor_ratio","outliers_extream_ratio","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","model","test_set","actual","predicted","score","threshold","type"
"8894","normal(0.6)-Normal_-597_358.2-1845","normal(0.6)","Normal_-597_358.2",1845,-597.85597,-598.37725,0.00147816951759063,352.652381067711,0.01786,2.99712,0.00596205962059621,0,0.67479674796748,0.958807588075881,0.994579945799458,"rf","unseen","class_0","class_0",0.04,0.657,"TN"
"8899","normal(0.6)-Normal_-277_166.2-1845","normal(0.6)","Normal_-277_166.2",1845,-277.47184,-272.7221,0.0289076436252639,164.307408157229,0.00221,2.92255,0.00650406504065041,0,0.680758807588076,0.953929539295393,0.997831978319783,"rf","unseen","class_0","class_0",0.028,0.657,"TN"
"8901","close_normal-tukey(0.1)-1847","close_normal","tukey(0.1)",1847,0.01076,0.01384,0.00203211810615667,1.51565993662897,-0.02297,3.31216,0.0113697888467786,0,0.695181375203032,0.951813752030319,0.996210070384407,"rf","unseen","class_1","class_0",0.11,0.657,"FN"
"8906","sym_long_tail-t(1)-1847","sym_long_tail","t(1)",1847,0.24054,-0.03208,0.0128646912089629,21.1913364706387,-7.68202,353.86858,0.162425554953979,0.103952355170547,0.968056307525717,0.988088792636708,0.990795885219275,"rf","unseen","class_1","class_1",1,0.657,"TP"
"8911","sym_short_tail-uniform(0,1)-1847","sym_short_tail","uniform(0,1)",1847,4.95931,5.04836,0.0305110353824489,2.91861612966515,-0.00121,1.77672,0,0,0.569030860855441,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"8916","asym_long_tail-Weibull(0.5,1)-1847","asym_long_tail","Weibull(0.5,1)",1847,2.02149,0.45903,0.319007162014608,4.89788376578346,7.21831,81.89561,0.115322144017325,0.0671358960476448,0.926908500270709,0.966973470492691,0.983216025988089,"rf","unseen","class_1","class_1",1,0.657,"TP"
"8921","asym_short_tail-beta(2,1)-1847","asym_short_tail","beta(2,1)",1847,0.66409,0.69617,0.134993622785032,0.237640855457929,-0.52644,2.33633,0,0,0.630752571737953,0.966432051976178,1,"rf","unseen","class_1","class_1",0.95,0.657,"TP"
"8929","normal(0.6)-Normal_548_328.8-1847","normal(0.6)","Normal_548_328.8",1847,541.11701,534.89957,0.0187279061958977,331.987993476918,0.01584,2.86158,0.00541418516513265,0,0.672983216025988,0.957769355711965,0.99675148890092,"rf","unseen","class_0","class_0",0.098,0.657,"TN"
"8934","normal(0.6)-Normal_-605_363-1847","normal(0.6)","Normal_-605_363",1847,-600.94481,-604.77909,0.010295773460488,372.413011486201,-0.02985,3.05303,0.0119112073632918,0,0.68814293448836,0.956145100162426,0.996210070384407,"rf","unseen","class_0","class_0",0.046,0.657,"TN"
"8939","normal(0.6)-Normal_956_573.6-1847","normal(0.6)","Normal_956_573.6",1847,960.5017,965.7642,0.00901712900241661,583.611479728145,-0.00737,2.9625,0.00487276664861938,0,0.673524634542501,0.952896589063346,0.99675148890092,"rf","unseen","class_0","class_0",0.082,0.657,"TN"
"8944","normal(0.6)-Normal_-597_358.2-1847","normal(0.6)","Normal_-597_358.2",1847,-602.27736,-602.44,0.000460603905387214,353.101652195685,0.02269,3.00388,0.00595560368164591,0,0.675148890092041,0.957769355711965,0.995127233351381,"rf","unseen","class_0","class_0",0.026,0.657,"TN"
"8949","normal(0.6)-Normal_-277_166.2-1847","normal(0.6)","Normal_-277_166.2",1847,-277.19241,-272.97674,0.025716451259162,163.928916844546,0.01705,2.8968,0.00541418516513265,0,0.677855982674607,0.953979426096373,0.99837574445046,"rf","unseen","class_0","class_0",0.046,0.657,"TN"
"8951","close_normal-tukey(0.1)-1867","close_normal","tukey(0.1)",1867,-0.00391,-0.00543,0.00101286804570576,1.50068906452752,-0.07832,3.19385,0.0107123727905731,0,0.691483663631494,0.951258703802892,0.996250669523299,"rf","unseen","class_1","class_0",0.018,0.657,"FN"
"8956","sym_long_tail-t(1)-1867","sym_long_tail","t(1)",1867,0.06486,-0.03776,0.0046784079850651,21.9348120829979,-7.60254,313.81666,0.162828066416711,0.104445634708088,0.967862881628281,0.987680771290841,0.990358864488484,"rf","unseen","class_1","class_1",1,0.657,"TP"
"8961","sym_short_tail-uniform(0,1)-1867","sym_short_tail","uniform(0,1)",1867,4.95018,4.9797,0.0101075435276051,2.92059093481789,0.00248,1.76075,0,0,0.570969469737547,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"8966","asym_long_tail-Weibull(0.5,1)-1867","asym_long_tail","Weibull(0.5,1)",1867,1.87244,0.44738,0.327741990966393,4.3481154056519,7.42946,97.79122,0.117836100696304,0.0717728976968399,0.922870915907874,0.962506695232994,0.982324584895554,"rf","unseen","class_1","class_1",1,0.657,"TP"
"8971","asym_short_tail-beta(2,1)-1867","asym_short_tail","beta(2,1)",1867,0.66683,0.71257,0.194304946657544,0.235403167993532,-0.53331,2.32082,0,0,0.624531333690412,0.965184788430637,1,"rf","unseen","class_1","class_1",0.91,0.657,"TP"
"8979","normal(0.6)-Normal_548_328.8-1867","normal(0.6)","Normal_548_328.8",1867,540.31322,534.89957,0.0163113785830595,331.89408071384,-0.01558,2.91878,0.00589180503481521,0,0.677021960364221,0.956614890198179,0.996250669523299,"rf","unseen","class_0","class_0",0.028,0.657,"TN"
"8984","normal(0.6)-Normal_-605_363-1867","normal(0.6)","Normal_-605_363",1867,-608.74393,-611.70579,0.00797663987954723,371.316750502233,-0.032,3.04353,0.0112479914301018,0,0.689876807712908,0.953936797000536,0.996786288162828,"rf","unseen","class_0","class_0",0.018,0.657,"TN"
"8989","normal(0.6)-Normal_956_573.6-1867","normal(0.6)","Normal_956_573.6",1867,966.64326,959.51853,0.0122948166301159,579.49054584093,0.05589,2.93837,0.0048205677557579,0,0.677021960364221,0.95607927155865,0.996786288162828,"rf","unseen","class_0","class_0",0.018,0.657,"TN"
"8994","normal(0.6)-Normal_-597_358.2-1867","normal(0.6)","Normal_-597_358.2",1867,-603.24245,-606.6004,0.00966417215284045,347.463802061216,0.07084,3.1157,0.00749866095340118,0,0.674879485806106,0.957150508837708,0.994108194965185,"rf","unseen","class_0","class_0",0.088,0.657,"TN"
"8999","normal(0.6)-Normal_-277_166.2-1867","normal(0.6)","Normal_-277_166.2",1867,-281.82113,-277.6137,0.025281456992886,166.423557043565,-0.06612,3.03439,0.00856989823245849,0,0.692019282271023,0.94804499196572,0.997857525441885,"rf","unseen","class_0","class_0",0.024,0.657,"TN"
"9001","close_normal-tukey(0.1)-1870","close_normal","tukey(0.1)",1870,-0.00476,-0.01823,0.00898658503804868,1.498900855327,-0.05097,3.01419,0.00748663101604278,0,0.690909090909091,0.951871657754011,0.997860962566845,"rf","unseen","class_1","class_0",0.042,0.657,"FN"
"9006","sym_long_tail-t(1)-1870","sym_long_tail","t(1)",1870,0.49489,0.0068,0.0269522853809283,18.1094105045866,2.85039,178.37591,0.163636363636364,0.102139037433155,0.961497326203209,0.983957219251337,0.987700534759358,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9011","sym_short_tail-uniform(0,1)-1870","sym_short_tail","uniform(0,1)",1870,4.97137,4.9135,0.0200692336922574,2.88351816952165,0.02353,1.81716,0,0,0.577005347593583,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9016","asym_long_tail-Weibull(0.5,1)-1870","asym_long_tail","Weibull(0.5,1)",1870,1.7397,0.45478,0.360107206630945,3.56815963785154,4.97651,40.0749,0.108021390374332,0.0614973262032086,0.914438502673797,0.959893048128342,0.975935828877005,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9021","asym_short_tail-beta(2,1)-1870","asym_short_tail","beta(2,1)",1870,0.6653,0.711,0.193804998832388,0.235804031244435,-0.53847,2.33703,0,0,0.628342245989305,0.96524064171123,1,"rf","unseen","class_1","class_1",0.908,0.657,"TP"
"9029","normal(0.6)-Normal_548_328.8-1870","normal(0.6)","Normal_548_328.8",1870,540.09376,536.73944,0.0100925679644092,332.355453223483,-0.02099,2.91202,0.00588235294117647,0,0.677005347593583,0.95668449197861,0.997326203208556,"rf","unseen","class_0","class_0",0.024,0.657,"TN"
"9034","normal(0.6)-Normal_-605_363-1870","normal(0.6)","Normal_-605_363",1870,-609.53204,-610.27359,0.00199606662146268,371.50563614784,-0.05862,3.05474,0.0112299465240642,0,0.690909090909091,0.953475935828877,0.996791443850267,"rf","unseen","class_0","class_0",0.078,0.657,"TN"
"9039","normal(0.6)-Normal_956_573.6-1870","normal(0.6)","Normal_956_573.6",1870,965.4482,959.27193,0.0107429087201678,574.91598978266,0.0717,2.92373,0.00588235294117647,0,0.671657754010695,0.955080213903743,0.997326203208556,"rf","unseen","class_0","class_0",0.042,0.657,"TN"
"9044","normal(0.6)-Normal_-597_358.2-1870","normal(0.6)","Normal_-597_358.2",1870,-601.84516,-604.37795,0.00730277835208573,346.82553377465,0.05639,3.1035,0.00748663101604278,0,0.672727272727273,0.958823529411765,0.994117647058824,"rf","unseen","class_0","class_0",0.072,0.657,"TN"
"9049","normal(0.6)-Normal_-277_166.2-1870","normal(0.6)","Normal_-277_166.2",1870,-280.80789,-277.16404,0.0218850455535426,166.499539198361,-0.04323,3.06245,0.00855614973262032,0,0.694117647058824,0.948663101604278,0.997326203208556,"rf","unseen","class_0","class_0",0.008,0.657,"TN"
"9051","close_normal-tukey(0.1)-1881","close_normal","tukey(0.1)",1881,-0.00928,-0.02832,0.0126369998432979,1.50668673230205,-0.03605,3.02157,0.00797448165869218,0,0.686337054758107,0.952153110047847,0.997341839447103,"rf","unseen","class_1","class_0",0.022,0.657,"FN"
"9056","sym_long_tail-t(1)-1881","sym_long_tail","t(1)",1881,0.4159,0.01384,0.0219536227501781,18.3140616277893,2.55718,170.96714,0.167464114832536,0.104199893673578,0.961722488038278,0.983519404572036,0.987240829346092,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9061","sym_short_tail-uniform(0,1)-1881","sym_short_tail","uniform(0,1)",1881,5.01507,4.91315,0.0351137051540425,2.90257036541375,0.03132,1.81647,0,0,0.573631047315258,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9066","asym_long_tail-Weibull(0.5,1)-1881","asym_long_tail","Weibull(0.5,1)",1881,1.93523,0.48711,0.329930413494152,4.38916796018767,5.59757,45.35471,0.107921318447634,0.063264221158958,0.927698032961191,0.962785752259437,0.982456140350877,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9071","asym_short_tail-beta(2,1)-1881","asym_short_tail","beta(2,1)",1881,0.65859,0.69378,0.147166147365791,0.239117491555533,-0.5223,2.3495,0,0,0.630515683147262,0.962254120148857,1,"rf","unseen","class_1","class_1",0.926,0.657,"TP"
"9079","normal(0.6)-Normal_548_328.8-1881","normal(0.6)","Normal_548_328.8",1881,540.34243,536.62331,0.0111630057207423,333.164749086304,-0.01731,2.90022,0.00584795321637427,0,0.676767676767677,0.955874534821903,0.997341839447103,"rf","unseen","class_0","class_0",0.03,0.657,"TN"
"9084","normal(0.6)-Normal_-605_363-1881","normal(0.6)","Normal_-605_363",1881,-612.85683,-611.23754,0.00432652009657446,374.270768158932,-0.04667,3.05212,0.0106326422115896,0,0.6943115364168,0.952684742158426,0.996810207336523,"rf","unseen","class_0","class_0",0.038,0.657,"TN"
"9089","normal(0.6)-Normal_956_573.6-1881","normal(0.6)","Normal_956_573.6",1881,969.78241,959.80274,0.0170757902977934,584.433857874774,0.03118,2.94751,0.00691121743753323,0,0.676236044657097,0.955874534821903,0.996278575225944,"rf","unseen","class_0","class_0",0.016,0.657,"TN"
"9094","normal(0.6)-Normal_-597_358.2-1881","normal(0.6)","Normal_-597_358.2",1881,-601.19205,-606.6004,0.0157258189162424,343.915317148542,0.07981,3.15872,0.0101010101010101,0,0.672514619883041,0.960659223817119,0.994683678894205,"rf","unseen","class_0","class_0",0.046,0.657,"TN"
"9099","normal(0.6)-Normal_-277_166.2-1881","normal(0.6)","Normal_-277_166.2",1881,-278.67017,-276.9811,0.0100592646742433,167.911875738276,-0.04069,3.09655,0.0106326422115896,0,0.692716640085061,0.947368421052632,0.997341839447103,"rf","unseen","class_0","class_0",0.018,0.657,"TN"
"9101","close_normal-tukey(0.1)-1892","close_normal","tukey(0.1)",1892,0.02244,0.00455,0.0115554206498162,1.54819115133508,-0.02531,2.97703,0.0110993657505285,0,0.682346723044397,0.95507399577167,0.997885835095137,"rf","unseen","class_1","class_0",0.024,0.657,"FN"
"9106","sym_long_tail-t(1)-1892","sym_long_tail","t(1)",1892,-0.01351,0.01847,0.00138882646114693,23.0266350005962,-7.86032,304.07025,0.170190274841438,0.109408033826638,0.968816067653277,0.985729386892178,0.988900634249471,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9111","sym_short_tail-uniform(0,1)-1892","sym_short_tail","uniform(0,1)",1892,4.96306,4.90533,0.0200435195666971,2.88023267609744,0.03597,1.8445,0,0,0.579809725158562,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9116","asym_long_tail-Weibull(0.5,1)-1892","asym_long_tail","Weibull(0.5,1)",1892,2.06822,0.48053,0.328162618695411,4.8381196076255,5.50262,42.64236,0.105708245243129,0.0591966173361522,0.930232558139535,0.965116279069767,0.980443974630021,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9121","asym_short_tail-beta(2,1)-1892","asym_short_tail","beta(2,1)",1892,0.66554,0.71272,0.198431591812275,0.237764559408637,-0.53605,2.31738,0,0,0.619978858350951,0.964587737843552,1,"rf","unseen","class_1","class_1",0.91,0.657,"TP"
"9129","normal(0.6)-Normal_548_328.8-1892","normal(0.6)","Normal_548_328.8",1892,543.28628,537.50389,0.0173405670398604,333.460260365662,0.00656,2.89704,0.00528541226215645,0,0.675475687103594,0.956131078224101,0.997357293868922,"rf","unseen","class_0","class_0",0.052,0.657,"TN"
"9134","normal(0.6)-Normal_-605_363-1892","normal(0.6)","Normal_-605_363",1892,-615.63386,-612.70348,0.00776294776583011,377.482895466405,-0.07063,3.05337,0.00951374207188161,0,0.692389006342495,0.952431289640592,0.996828752642706,"rf","unseen","class_0","class_0",0,0.657,"TN"
"9139","normal(0.6)-Normal_956_573.6-1892","normal(0.6)","Normal_956_573.6",1892,965.79281,960.99912,0.00825776243018501,580.507133806304,0.04145,2.9206,0.00634249471458774,0,0.675475687103594,0.956131078224101,0.996828752642706,"rf","unseen","class_0","class_0",0.034,0.657,"TN"
"9144","normal(0.6)-Normal_-597_358.2-1892","normal(0.6)","Normal_-597_358.2",1892,-604.52379,-611.54056,0.0203982413140485,343.988969047422,0.10255,3.17659,0.0121564482029598,0,0.671247357293869,0.959302325581395,0.994186046511628,"rf","unseen","class_0","class_0",0.094,0.657,"TN"
"9149","normal(0.6)-Normal_-277_166.2-1892","normal(0.6)","Normal_-277_166.2",1892,-277.41212,-276.9134,0.00296135866858838,168.409185044013,-0.0054,3.07141,0.0105708245243129,0,0.68816067653277,0.951374207188161,0.997357293868922,"rf","unseen","class_0","class_0",0.036,0.657,"TN"
"9151","close_normal-tukey(0.1)-1895","close_normal","tukey(0.1)",1895,0.06689,0.10315,0.0241649836585195,1.50051829177283,-0.06669,3.0875,0.0110817941952507,0,0.692348284960422,0.953034300791557,0.996306068601583,"rf","unseen","class_1","class_0",0.02,0.657,"FN"
"9156","sym_long_tail-t(1)-1895","sym_long_tail","t(1)",1895,0.11678,0.01859,0.00392789592217423,24.998116535035,-4.13222,251.98787,0.169393139841689,0.105540897097625,0.970448548812665,0.984696569920844,0.988918205804749,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9161","sym_short_tail-uniform(0,1)-1895","sym_short_tail","uniform(0,1)",1895,5.00662,5.01583,0.00315335045113658,2.92070296109358,-0.00079,1.79197,0,0,0.567282321899736,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9166","asym_long_tail-Weibull(0.5,1)-1895","asym_long_tail","Weibull(0.5,1)",1895,2.06534,0.47335,0.329345250919558,4.83380281195808,6.0059,53.29363,0.110817941952507,0.0591029023746702,0.929287598944591,0.966754617414248,0.981530343007916,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9171","asym_short_tail-beta(2,1)-1895","asym_short_tail","beta(2,1)",1895,0.66805,0.70912,0.173660548476739,0.236495855623197,-0.5268,2.33053,0,0,0.622163588390501,0.964643799472296,1,"rf","unseen","class_1","class_1",0.928,0.657,"TP"
"9179","normal(0.6)-Normal_548_328.8-1895","normal(0.6)","Normal_548_328.8",1895,543.03685,537.809,0.0156393583648339,334.275222681458,0.00227,2.88538,0.00527704485488127,0,0.674406332453826,0.956200527704485,0.997361477572559,"rf","unseen","class_0","class_0",0.06,0.657,"TN"
"9184","normal(0.6)-Normal_-605_363-1895","normal(0.6)","Normal_-605_363",1895,-614.90891,-613.85465,0.00278463917452549,378.598422964314,-0.06762,3.03819,0.0079155672823219,0,0.690765171503958,0.953034300791557,0.996833773087071,"rf","unseen","class_0","class_0",0.02,0.657,"TN"
"9189","normal(0.6)-Normal_956_573.6-1895","normal(0.6)","Normal_956_573.6",1895,964.76325,961.13321,0.006258589986195,580.009236586361,0.02331,2.92232,0.00580474934036939,0,0.674406332453826,0.955145118733509,0.996833773087071,"rf","unseen","class_0","class_0",0.012,0.657,"TN"
"9194","normal(0.6)-Normal_-597_358.2-1895","normal(0.6)","Normal_-597_358.2",1895,-605.4378,-614.09108,0.0250503154959939,345.435968715997,0.11241,3.14849,0.0121372031662269,0,0.671240105540897,0.96042216358839,0.994195250659631,"rf","unseen","class_0","class_0",0.096,0.657,"TN"
"9199","normal(0.6)-Normal_-277_166.2-1895","normal(0.6)","Normal_-277_166.2",1895,-278.06813,-277.6137,0.0026998608613214,168.316081213752,-0.02782,3.07706,0.0105540897097625,0,0.689182058047493,0.950923482849604,0.997361477572559,"rf","unseen","class_0","class_0",0.044,0.657,"TN"
"9201","close_normal-tukey(0.1)-1901","close_normal","tukey(0.1)",1901,0.0622,0.09726,0.0233472935145616,1.50167298741215,-0.05419,3.1267,0.0120988953182536,0,0.698579694897422,0.951078379800105,0.996317727511836,"rf","unseen","class_1","class_0",0.028,0.657,"FN"
"9206","sym_long_tail-t(1)-1901","sym_long_tail","t(1)",1901,0.07724,0.01457,0.00251527870053239,24.915728021207,-4.16437,254.48112,0.168858495528669,0.10731194108364,0.970541820094687,0.985270910047343,0.988953182535508,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9211","sym_short_tail-uniform(0,1)-1901","sym_short_tail","uniform(0,1)",1901,5.00848,5.01805,0.0032798865809102,2.91778382084917,-0.00751,1.78851,0,0,0.569700157811678,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9216","asym_long_tail-Weibull(0.5,1)-1901","asym_long_tail","Weibull(0.5,1)",1901,2.01781,0.45114,0.336443013697298,4.65656867944226,6.09085,56.81845,0.113624408206207,0.0641767490794319,0.925302472382956,0.964755391899001,0.981062598632299,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9221","asym_short_tail-beta(2,1)-1901","asym_short_tail","beta(2,1)",1901,0.65964,0.70259,0.181750729028178,0.236312669718872,-0.55849,2.366,0,0,0.628090478695423,0.962651236191478,1,"rf","unseen","class_1","class_1",0.91,0.657,"TP"
"9229","normal(0.6)-Normal_548_328.8-1901","normal(0.6)","Normal_548_328.8",1901,544.265,538.77928,0.0164338598529109,333.805937807627,-0.00016,2.88839,0.00526038926880589,0,0.675960021041557,0.95581273014203,0.997369805365597,"rf","unseen","class_0","class_0",0.036,0.657,"TN"
"9234","normal(0.6)-Normal_-605_363-1901","normal(0.6)","Normal_-605_363",1901,-616.06125,-616.02427,9.81374667588613e-05,376.81836735033,-0.09013,3.02639,0.00894266175697002,0,0.694371383482378,0.951604418726986,0.997369805365597,"rf","unseen","class_0","class_0",0.058,0.657,"TN"
"9239","normal(0.6)-Normal_956_573.6-1901","normal(0.6)","Normal_956_573.6",1901,970.79924,965.7642,0.00876557243090148,574.41086017953,0.03441,2.95428,0.00526038926880589,0,0.676486059968438,0.95528669121515,0.996843766438716,"rf","unseen","class_0","class_0",0.032,0.657,"TN"
"9244","normal(0.6)-Normal_-597_358.2-1901","normal(0.6)","Normal_-597_358.2",1901,-601.96152,-607.55941,0.0162631450893666,344.207099502549,0.10216,3.1744,0.0120988953182536,0,0.671225670699632,0.959495002630195,0.994213571804313,"rf","unseen","class_0","class_0",0.074,0.657,"TN"
"9249","normal(0.6)-Normal_-277_166.2-1901","normal(0.6)","Normal_-277_166.2",1901,-278.74001,-278.27874,0.00271853648561909,169.675854063409,-0.00037,3.12782,0.00999473961073119,0,0.689637033140452,0.951604418726986,0.996843766438716,"rf","unseen","class_0","class_0",0.036,0.657,"TN"
"9251","close_normal-tukey(0.1)-1904","close_normal","tukey(0.1)",1904,0.06228,0.08859,0.0173953981075487,1.51246897813639,0.00582,3.23368,0.0141806722689076,0,0.696428571428571,0.951155462184874,0.995798319327731,"rf","unseen","class_1","class_0",0.064,0.657,"FN"
"9256","sym_long_tail-t(1)-1904","sym_long_tail","t(1)",1904,0.15702,0.01897,0.00553580733557246,24.937645339083,-4.14793,253.25689,0.171218487394958,0.107668067226891,0.971113445378151,0.984768907563025,0.988970588235294,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9261","sym_short_tail-uniform(0,1)-1904","sym_short_tail","uniform(0,1)",1904,5.03856,5.06995,0.010817902426541,2.90167157756819,-0.01272,1.80801,0,0,0.569327731092437,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9266","asym_long_tail-Weibull(0.5,1)-1904","asym_long_tail","Weibull(0.5,1)",1904,1.97873,0.48713,0.342835247076756,4.35077785238941,6.19026,61.97108,0.111344537815126,0.0593487394957983,0.917542016806723,0.965861344537815,0.98109243697479,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9271","asym_short_tail-beta(2,1)-1904","asym_short_tail","beta(2,1)",1904,0.66041,0.70439,0.185417119064434,0.237194926886533,-0.55716,2.36006,0,0,0.627626050420168,0.96218487394958,1,"rf","unseen","class_1","class_1",0.898,0.657,"TP"
"9279","normal(0.6)-Normal_548_328.8-1904","normal(0.6)","Normal_548_328.8",1904,545.91625,540.03979,0.0176006010406115,333.878370769307,0.00193,2.89671,0.00525210084033613,0,0.676470588235294,0.95640756302521,0.996848739495798,"rf","unseen","class_0","class_0",0.044,0.657,"TN"
"9284","normal(0.6)-Normal_-605_363-1904","normal(0.6)","Normal_-605_363",1904,-614.35909,-613.66494,0.00184528493963602,376.174966310058,-0.0914,3.00971,0.00682773109243697,0,0.692226890756303,0.953256302521008,0.997373949579832,"rf","unseen","class_0","class_0",0.034,0.657,"TN"
"9289","normal(0.6)-Normal_956_573.6-1904","normal(0.6)","Normal_956_573.6",1904,968.11234,965.35221,0.00479908417013728,575.136818223601,0.01145,3.01981,0.00577731092436975,0,0.679096638655462,0.954831932773109,0.996323529411765,"rf","unseen","class_0","class_0",0.04,0.657,"TN"
"9294","normal(0.6)-Normal_-597_358.2-1904","normal(0.6)","Normal_-597_358.2",1904,-604.22631,-610.29599,0.0178089946727589,340.821035186467,0.08243,3.1459,0.0110294117647059,0,0.670693277310924,0.960084033613445,0.994747899159664,"rf","unseen","class_0","class_0",0.076,0.657,"TN"
"9299","normal(0.6)-Normal_-277_166.2-1904","normal(0.6)","Normal_-277_166.2",1904,-278.7119,-278.86068,0.000877094468707655,169.628250214833,0.0055,3.15751,0.0115546218487395,0,0.689600840336134,0.952205882352941,0.996848739495798,"rf","unseen","class_0","class_0",0.032,0.657,"TN"
"9301","close_normal-tukey(0.1)-1907","close_normal","tukey(0.1)",1907,0.05609,0.09015,0.0224395439892152,1.51785615680825,-0.00475,3.24463,0.0146827477713686,0,0.695857367593078,0.951232302045097,0.99580492920818,"rf","unseen","class_1","class_0",0.172,0.657,"FN"
"9306","sym_long_tail-t(1)-1907","sym_long_tail","t(1)",1907,0.1744,0.01457,0.00641456774943324,24.9167217875471,-4.15355,253.72007,0.173571054011536,0.110644992134242,0.97115888830624,0.984792868379654,0.988987939171474,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9311","sym_short_tail-uniform(0,1)-1907","sym_short_tail","uniform(0,1)",1907,5.03163,5.02195,0.00334962896906461,2.88987230806719,-0.00444,1.80256,0,0,0.56790770844258,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9316","asym_long_tail-Weibull(0.5,1)-1907","asym_long_tail","Weibull(0.5,1)",1907,1.96054,0.48973,0.356020860062537,4.13124669083054,6.04065,62.90244,0.108023072889355,0.0524383848977451,0.912427897220766,0.964866282118511,0.983219716832722,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9321","asym_short_tail-beta(2,1)-1907","asym_short_tail","beta(2,1)",1907,0.66789,0.70956,0.177095766219627,0.235296421193506,-0.51462,2.31574,0,0,0.622443628736235,0.965390665967488,1,"rf","unseen","class_1","class_1",0.928,0.657,"TP"
"9329","normal(0.6)-Normal_548_328.8-1907","normal(0.6)","Normal_548_328.8",1907,544.42122,538.77928,0.0168653525624553,334.528435092413,0.00107,2.88913,0.00524383848977452,0,0.675406397482957,0.957000524383849,0.997378080755113,"rf","unseen","class_0","class_0",0.06,0.657,"TN"
"9334","normal(0.6)-Normal_-605_363-1907","normal(0.6)","Normal_-605_363",1907,-615.98564,-617.70802,0.00459441479326656,374.885611661427,-0.0892,3.01446,0.00786575773466177,0,0.692711064499213,0.954902988987939,0.997378080755113,"rf","unseen","class_0","class_0",0.008,0.657,"TN"
"9339","normal(0.6)-Normal_956_573.6-1907","normal(0.6)","Normal_956_573.6",1907,972.96089,964.94022,0.0138295056259976,579.967948017044,0.03119,3.0427,0.00629260618772942,0,0.684845306764552,0.952805453592029,0.99580492920818,"rf","unseen","class_0","class_0",0.152,0.657,"TN"
"9344","normal(0.6)-Normal_-597_358.2-1907","normal(0.6)","Normal_-597_358.2",1907,-605.04806,-612.93382,0.023137308289409,340.824433912638,0.08973,3.1345,0.00996329313057158,0,0.669638175144206,0.960146827477714,0.994756161510226,"rf","unseen","class_0","class_0",0.108,0.657,"TN"
"9349","normal(0.6)-Normal_-277_166.2-1907","normal(0.6)","Normal_-277_166.2",1907,-278.02088,-277.6137,0.00240929074621092,169.004094105434,7e-04,3.16588,0.0131095962244363,0,0.686418458311484,0.952805453592029,0.996329313057158,"rf","unseen","class_0","class_0",0.086,0.657,"TN"
"9351","close_normal-tukey(0.1)-1908","close_normal","tukey(0.1)",1908,0.06221,0.09762,0.0233374582664515,1.51730319539138,-0.04407,3.34394,0.0151991614255765,0,0.697589098532495,0.950733752620545,0.994758909853249,"rf","unseen","class_1","class_0",0.32,0.657,"FN"
"9356","sym_long_tail-t(1)-1908","sym_long_tail","t(1)",1908,0.44571,0.02874,0.0154432259747432,27.0001876992501,-0.73785,227.26703,0.170859538784067,0.105870020964361,0.973270440251572,0.984276729559748,0.989517819706499,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9361","sym_short_tail-uniform(0,1)-1908","sym_short_tail","uniform(0,1)",1908,5.0063,4.97783,0.00985292999579102,2.88949581618486,0.01071,1.80164,0,0,0.568658280922432,1,1,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9366","asym_long_tail-Weibull(0.5,1)-1908","asym_long_tail","Weibull(0.5,1)",1908,1.98776,0.4678,0.363783901295573,4.17819478703385,5.90698,60.34475,0.113207547169811,0.0539832285115304,0.907756813417191,0.964360587002096,0.982180293501048,"rf","unseen","class_1","class_1",1,0.657,"TP"
"9371","asym_short_tail-beta(2,1)-1908","asym_short_tail","beta(2,1)",1908,0.6706,0.71343,0.182348358212415,0.23488009664506,-0.53561,2.35785,0,0,0.627882599580713,0.963312368972746,1,"rf","unseen","class_1","class_1",0.916,0.657,"TP"
