"","sample_id","dist_family","dist","size","mean","median","mean_median_diff","sd","skewness","kurtosis","outliers_minor_ratio","outliers_extream_ratio","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","alternative"
"9479","normal(0.6)-Normal_548_328.8-1914","normal(0.6)","Normal_548_328.8",1914,545.0976,540.31545,0.0144172518806351,331.696362080161,-0.00897,2.88733,0.00470219435736677,0,0.67398119122257,0.954545454545455,0.996865203761755,0
"9480","normal(1)-Normal_548_548-1914","normal(1)","Normal_548_548",1914,562.55358,564.72307,0.00390768677672503,555.185234630861,-0.00462,2.81678,0.00470219435736677,0,0.6760710553814,0.954022988505747,1,0
"9481","normal(0.01)-Normal_-605_6.05-1914","normal(0.01)","Normal_-605_6.05",1914,-605.05356,-605.14645,0.0153775319491148,6.04063124741927,0.06604,2.91673,0.00417972831765935,0,0.677115987460815,0.954022988505747,0.99791013584117,0
"9482","normal(0.1)-Normal_-605_60.5-1914","normal(0.1)","Normal_-605_60.5",1914,-604.63117,-604.53244,0.00163452351520993,60.4029242047126,6e-04,3.02814,0.00888192267502612,0,0.681818181818182,0.955067920585162,0.997387669801463,0
"9483","normal(0.3)-Normal_-605_181.5-1914","normal(0.3)","Normal_-605_181.5",1914,-602.07274,-596.36266,0.0316269436850297,180.544792973554,-0.00241,3.12314,0.00574712643678161,0,0.693834900731452,0.947230929989551,0.996342737722048,0
"9484","normal(0.6)-Normal_-605_363-1914","normal(0.6)","Normal_-605_363",1914,-617.31541,-620.46849,0.00845921060710573,372.739271599568,-0.08743,3.03095,0.00940438871473354,0,0.693312434691745,0.955590386624869,0.996865203761755,0
"9485","normal(1)-Normal_-605_605-1914","normal(1)","Normal_-605_605",1914,-594.06042,-582.72639,0.0192979831108136,587.31681621428,-0.062,3.0101,0.00940438871473354,0,0.693312434691745,0.948798328108673,0.99791013584117,0
"9486","normal(0.01)-Normal_956_9.56-1914","normal(0.01)","Normal_956_9.56",1914,956.10708,956.15985,0.0057227118556668,9.22115272110985,-0.06268,2.99224,0.00522466039707419,0,0.67816091954023,0.960292580982236,0.996865203761755,0
"9487","normal(0.1)-Normal_956_95.6-1914","normal(0.1)","Normal_956_95.6",1914,952.96776,954.01836,0.0109276920170322,96.1410697119333,-0.02571,3.10673,0.00783699059561128,0,0.688087774294671,0.956112852664577,0.995297805642633,0
"9488","normal(0.3)-Normal_956_286.8-1914","normal(0.3)","Normal_956_286.8",1914,952.94683,959.52741,0.022258441395618,295.644240449629,-0.03745,2.97238,0.00626959247648903,0,0.677638453500522,0.956635318704284,0.997387669801463,0
"9489","normal(0.6)-Normal_956_573.6-1914","normal(0.6)","Normal_956_573.6",1914,975.4592,969.76256,0.00987570902286511,576.833520186818,0.02234,3.05837,0.00679205851619645,0,0.684430512016719,0.95350052246604,0.995820271682341,0
"9490","normal(1)-Normal_956_956-1914","normal(1)","Normal_956_956",1914,946.14085,951.97411,0.00616658998179997,945.945817253334,-0.07514,3.06376,0.00679205851619645,0,0.676593521421108,0.955590386624869,0.99791013584117,0
"9491","normal(0.01)-Normal_-597_5.97-1914","normal(0.01)","Normal_-597_5.97",1914,-596.89632,-596.83884,0.00981934223095674,5.85375258830762,-0.04411,3.16401,0.0109717868338558,0,0.697492163009404,0.949843260188088,0.995297805642633,0
"9492","normal(0.1)-Normal_-597_59.7-1914","normal(0.1)","Normal_-597_59.7",1914,-599.25054,-600.34,0.0182724739817285,59.6230155308707,0.02512,2.85525,0.00470219435736677,0,0.678683385579937,0.957157784743992,0.99791013584117,0
"9493","normal(0.3)-Normal_-597_179.1-1914","normal(0.3)","Normal_-597_179.1",1914,-596.44156,-597.83553,0.00776812142154304,179.447504017396,-0.02015,3.03981,0.00731452455590387,0,0.690177638453501,0.95350052246604,0.996865203761755,0
"9494","normal(0.6)-Normal_-597_358.2-1914","normal(0.6)","Normal_-597_358.2",1914,-609.01752,-616.8696,0.0229268254173894,342.4843979509,0.1074,3.07335,0.00940438871473354,0,0.669801462904911,0.959247648902821,0.995297805642633,0
"9495","normal(1)-Normal_-597_597-1914","normal(1)","Normal_-597_597",1914,-577.59841,-574.75795,0.00465516657441512,610.173654281484,0.05068,3.00221,0.00626959247648903,0,0.68025078369906,0.952978056426332,0.997387669801463,0
"9496","normal(0.01)-Normal_-277_2.77-1914","normal(0.01)","Normal_-277_2.77",1914,-276.77338,-276.81478,0.0151623829234983,2.73044152814855,-0.08092,3.04929,0.00783699059561128,0,0.686520376175549,0.956112852664577,0.99791013584117,0
"9497","normal(0.1)-Normal_-277_27.7-1914","normal(0.1)","Normal_-277_27.7",1914,-276.93901,-275.83489,0.0399079123677756,27.6666940085688,-0.08924,3.02396,0.00731452455590387,0,0.684952978056426,0.949843260188088,0.996865203761755,0
"9498","normal(0.3)-Normal_-277_83.1-1914","normal(0.3)","Normal_-277_83.1",1914,-276.61652,-276.13414,0.00589808403884105,81.7858811138207,0.04765,2.92594,0.00626959247648903,0,0.681295715778474,0.952978056426332,0.998432601880878,0
"9499","normal(0.6)-Normal_-277_166.2-1914","normal(0.6)","Normal_-277_166.2",1914,-277.56129,-277.03616,0.00311136207248893,168.778171027814,-0.01437,3.14487,0.0130616509926855,0,0.685997910135841,0.952978056426332,0.996865203761755,0
"9500","normal(1)-Normal_-277_277-1914","normal(1)","Normal_-277_277",1914,-282.18523,-284.28265,0.00749544048779256,279.826116078963,0.02864,2.9353,0.00626959247648903,0,0.668234064785789,0.95350052246604,0.998432601880878,0
"9501","close_normal-tukey(0.1)-1924","close_normal","tukey(0.1)",1924,0.02505,0.05846,0.0217594838042258,1.53542245305983,0.03646,3.36097,0.0171517671517672,0,0.6995841995842,0.9495841995842,0.994802494802495,1
"9502","close_normal-tukey(0.2)-1924","close_normal","tukey(0.2)",1924,-0.01611,-0.03898,0.0173424552475157,1.31872907691523,0.01995,2.74316,0.00207900207900208,0,0.678794178794179,0.958419958419958,0.998960498960499,1
"9503","close_normal-tukey(5)-1924","close_normal","tukey(5)",1924,-0.00068,-0.00292,0.0266185763520547,0.0841517581697075,0.05742,2.91836,0.0244282744282744,0,0.680873180873181,0.932952182952183,1,1
"9504","close_normal-t(10)-1924","close_normal","t(10)",1924,-0.00699,0.00267,0.00836589738006427,1.15468784293476,-0.00249,3.91886,0.0228690228690229,0.00051975051975052,0.719334719334719,0.946985446985447,0.993243243243243,1
"9505","close_normal-laplace(0,10)-1924","close_normal","laplace(0,10)",1924,-0.05978,-0.18603,0.00890584495179709,14.1760833119517,-0.11617,5.97047,0.051975051975052,0.00467775467775468,0.749480249480249,0.943347193347193,0.987006237006237,1
"9506","sym_long_tail-t(1)-1924","sym_long_tail","t(1)",1924,0.12305,0.04425,0.00317201952019933,24.8422178672621,-4.22441,254.67315,0.16995841995842,0.104469854469854,0.972453222453222,0.984927234927235,0.989085239085239,1
"9507","sym_long_tail-t(2)-1924","sym_long_tail","t(2)",1924,0.05661,-0.01438,0.0266405668784394,2.66473308634634,-1.22802,119.77304,0.0722453222453222,0.0249480249480249,0.886694386694387,0.97037422037422,0.986486486486487,1
"9508","sym_long_tail-t(4)-1924","sym_long_tail","t(4)",1924,-0.01317,-0.02084,0.0054308383622021,1.41230496812098,0.71423,15.39727,0.0395010395010395,0.00831600831600832,0.777546777546778,0.955301455301455,0.984407484407484,1
"9509","sym_long_tail-t(7)-1924","sym_long_tail","t(7)",1924,-0.00672,-0.01823,0.00966784405316585,1.19054464849698,-0.1098,5.20019,0.0228690228690229,0.00103950103950104,0.713097713097713,0.950623700623701,0.993243243243243,1
"9510","sym_long_tail-tukey(10)-1924","sym_long_tail","tukey(10)",1924,-6e-05,2e-05,0.00256375650322987,0.0312042114370903,-0.07965,5.11698,0.285343035343035,0.178794178794179,0.764033264033264,0.909043659043659,0.990644490644491,1
"9511","sym_short_tail-uniform(0,1)-1924","sym_short_tail","uniform(0,1)",1924,5.05031,5.03492,0.00546811148329577,2.81450004211035,-0.01886,1.86669,0,0,0.586278586278586,1,1,1
"9512","sym_short_tail-beta(1.3,1.3)-1924","sym_short_tail","beta(1.3,1.3)",1924,0.50358,0.50525,0.00633308046880161,0.263694738796831,-0.03936,1.91544,0,0,0.598752598752599,1,1,1
"9513","sym_short_tail-beta(1.5,1.5)-1924","sym_short_tail","beta(1.5,1.5)",1924,0.49789,0.49574,0.00875465105171427,0.24558374597683,0.02244,2.04433,0,0,0.605509355509355,0.994802494802495,1,1
"9514","sym_short_tail-tukey(1.5)-1924","sym_short_tail","tukey(1.5)",1924,0.01667,0.01956,0.00734684968359445,0.393365881222993,-0.03388,1.75517,0,0,0.56029106029106,1,1,1
"9515","sym_short_tail-truncatednormal(2,2)-1924","sym_short_tail","truncatednormal(2,2)",1924,-1.94003,-1.98421,0.0219263847551119,2.01492405124835,0.05103,3.08054,0.0124740124740125,0,0.684511434511434,0.959459459459459,0.995841995841996,1
"9516","asym_long_tail-Weibull(0.5,1)-1924","asym_long_tail","Weibull(0.5,1)",1924,2.00485,0.4991,0.377808416703189,3.98548558854086,4.63692,34.88437,0.115384615384615,0.0545738045738046,0.903846153846154,0.962058212058212,0.978170478170478,1
"9517","asym_long_tail-Weibull(2,1)-1924","asym_long_tail","Weibull(2,1)",1924,0.87367,0.82389,0.108989906487266,0.456739542260419,0.57393,2.94458,0.0077962577962578,0,0.678794178794179,0.961018711018711,0.996881496881497,1
"9518","asym_long_tail-lognormal(0,1)-1924","asym_long_tail","lognormal(0,1)",1924,1.70789,1.05619,0.324295283202459,2.00958827881915,3.17715,16.89596,0.0816008316008316,0.0337837837837838,0.891891891891892,0.954781704781705,0.975051975051975,1
"9519","asym_long_tail-chisquared(4)-1924","asym_long_tail","chisquared(4)",1924,4.13907,3.49238,0.225378249390028,2.86935408252671,1.31487,5.39634,0.0280665280665281,0.0025987525987526,0.73024948024948,0.954261954261954,0.985446985446986,1
"9520","asym_long_tail-chisquared(10)-1924","asym_long_tail","chisquared(10)",1924,10.08601,9.35205,0.159220320810356,4.60971310863142,0.90369,3.90581,0.0218295218295218,0,0.706860706860707,0.952702702702703,0.989085239085239,1
"9521","asym_short_tail-beta(2,1)-1924","asym_short_tail","beta(2,1)",1924,0.67385,0.71435,0.174606926622153,0.231949561128475,-0.59595,2.50874,0,0,0.641372141372141,0.960498960498961,1,1
"9522","asym_short_tail-beta(3,2)-1924","asym_short_tail","beta(3,2)",1924,0.60279,0.61741,0.0739069273776881,0.197816368759143,-0.26569,2.29102,0,0,0.627858627858628,0.977130977130977,1,1
"9523","asym_short_tail-lognormal(0,0.15)-1924","asym_short_tail","lognormal(0,0.15)",1924,1.01053,0.99986,0.0706977240461008,0.150924236161297,0.45667,3.28368,0.0103950103950104,0.00051975051975052,0.692307692307692,0.955301455301455,0.996361746361746,1
"9524","asym_short_tail-lognormal(0,0.25)-1924","asym_short_tail","lognormal(0,0.25)",1924,1.02242,0.9916,0.117901765472858,0.261404058509158,0.74,3.83941,0.0166320166320166,0.00051975051975052,0.696465696465696,0.962058212058212,0.993762993762994,1
"9525","asym_short_tail-lognormal(0,0.35)-1924","asym_short_tail","lognormal(0,0.35)",1924,1.07485,1.02417,0.133699539403081,0.379058897482127,0.93931,4.35367,0.0265072765072765,0.00155925155925156,0.724532224532225,0.954781704781705,0.989085239085239,1
"9526","normal(0.01)-Normal_548_5.48-1924","normal(0.01)","Normal_548_5.48",1924,548.22029,548.22441,0.00075680331800123,5.4439507624496,-0.00645,2.87781,0.00311850311850312,0,0.690748440748441,0.953742203742204,0.998960498960499,0
"9527","normal(0.1)-Normal_548_54.8-1924","normal(0.1)","Normal_548_54.8",1924,547.73104,545.21737,0.0467941554109881,53.7176059258416,0.0644,3.06738,0.00623700623700624,0,0.69022869022869,0.949064449064449,0.997401247401247,0
"9528","normal(0.3)-Normal_548_164.4-1924","normal(0.3)","Normal_548_164.4",1924,547.71171,554.04128,0.0381958833926625,165.713407775664,-0.09489,2.93214,0.00623700623700624,0,0.671517671517671,0.956860706860707,0.996361746361746,0
"9529","normal(0.6)-Normal_548_328.8-1924","normal(0.6)","Normal_548_328.8",1924,544.83825,540.31545,0.0136151898676758,332.187802297025,-0.00027,2.88152,0.00467775467775468,0,0.676195426195426,0.954261954261954,0.996881496881497,0
"9530","normal(1)-Normal_548_548-1924","normal(1)","Normal_548_548",1924,565.75467,571.3597,0.0100410171211123,558.213369461824,-0.00163,2.88728,0.00675675675675676,0,0.678274428274428,0.953742203742204,0.998960498960499,0
"9531","normal(0.01)-Normal_-605_6.05-1924","normal(0.01)","Normal_-605_6.05",1924,-605.06517,-605.16191,0.0161034763605869,6.00739851656119,0.06967,2.88466,0.00467775467775468,0,0.675675675675676,0.954261954261954,0.998960498960499,0
"9532","normal(0.1)-Normal_-605_60.5-1924","normal(0.1)","Normal_-605_60.5",1924,-604.94483,-604.64249,0.00500375104013254,60.4226704276765,-0.01282,2.98129,0.00571725571725572,0,0.681392931392931,0.955301455301455,0.997920997920998,0
"9533","normal(0.3)-Normal_-605_181.5-1924","normal(0.3)","Normal_-605_181.5",1924,-601.87245,-595.98957,0.0326116669387916,180.391882789724,-0.02177,3.15493,0.00727650727650728,0,0.697505197505197,0.947505197505197,0.995841995841996,0
"9534","normal(0.6)-Normal_-605_363-1924","normal(0.6)","Normal_-605_363",1924,-615.28983,-613.4432,0.00498297581351114,370.58779113335,-0.08489,3.03689,0.00987525987525988,0,0.692307692307692,0.954261954261954,0.997401247401247,0
"9535","normal(1)-Normal_-605_605-1924","normal(1)","Normal_-605_605",1924,-602.03742,-597.13615,0.00829996952594396,590.51662595623,-0.04113,2.95925,0.00675675675675676,0,0.694386694386694,0.950623700623701,0.997920997920998,0
"9536","normal(0.01)-Normal_956_9.56-1924","normal(0.01)","Normal_956_9.56",1924,956.19968,956.24863,0.00534146460758069,9.16415320446639,-0.08977,3.04554,0.00623700623700624,0,0.676715176715177,0.959459459459459,0.996361746361746,0
"9537","normal(0.1)-Normal_956_95.6-1924","normal(0.1)","Normal_956_95.6",1924,953.27723,954.42177,0.0118274163229016,96.7700779910666,-0.01333,3.07177,0.0077962577962578,0,0.685550935550936,0.955821205821206,0.995322245322245,0
"9538","normal(0.3)-Normal_956_286.8-1924","normal(0.3)","Normal_956_286.8",1924,952.40421,957.85538,0.0183983019146766,296.286582603118,-0.02095,2.9585,0.0051975051975052,0,0.678274428274428,0.955821205821206,0.997401247401247,0
"9539","normal(0.6)-Normal_956_573.6-1924","normal(0.6)","Normal_956_573.6",1924,973.72727,963.931,0.0171557851943277,571.018457566077,0.03092,3.10268,0.00727650727650728,0,0.69022869022869,0.954781704781705,0.995841995841996,0
"9540","normal(1)-Normal_956_956-1924","normal(1)","Normal_956_956",1924,953.81215,955.18712,0.00144750680115897,949.888455722065,-0.07709,3.03423,0.0051975051975052,0,0.668399168399168,0.955821205821206,0.997920997920998,0
"9541","normal(0.01)-Normal_-597_5.97-1924","normal(0.01)","Normal_-597_5.97",1924,-596.95975,-596.87257,0.0148616093429022,5.86612109015137,-0.06403,3.14866,0.0114345114345114,0,0.698544698544699,0.950623700623701,0.995841995841996,0
"9542","normal(0.1)-Normal_-597_59.7-1924","normal(0.1)","Normal_-597_59.7",1924,-598.90163,-600.39554,0.0250855162358798,59.5526911207548,0.01305,2.92946,0.00675675675675676,0,0.682952182952183,0.956340956340956,0.997920997920998,0
"9543","normal(0.3)-Normal_-597_179.1-1924","normal(0.3)","Normal_-597_179.1",1924,-597.58105,-599.52893,0.0107604457919489,181.022239938922,0.02171,2.97489,0.00623700623700624,0,0.682432432432432,0.955821205821206,0.997401247401247,0
"9544","normal(0.6)-Normal_-597_358.2-1924","normal(0.6)","Normal_-597_358.2",1924,-604.98129,-607.51233,0.00743472674216533,340.434838801207,0.07789,3.09165,0.00987525987525988,0,0.66995841995842,0.961018711018711,0.994802494802495,0
"9545","normal(1)-Normal_-597_597-1924","normal(1)","Normal_-597_597",1924,-573.33848,-577.78169,0.00728557584977987,609.86394097239,0.06561,2.96714,0.00675675675675676,0,0.679313929313929,0.953222453222453,0.997401247401247,0
"9546","normal(0.01)-Normal_-277_2.77-1924","normal(0.01)","Normal_-277_2.77",1924,-276.84572,-276.83641,0.00340112413576971,2.73733025562264,-0.10623,3.04518,0.00831600831600832,0,0.687629937629938,0.955821205821206,0.997920997920998,0
"9547","normal(0.1)-Normal_-277_27.7-1924","normal(0.1)","Normal_-277_27.7",1924,-276.67945,-275.85423,0.0298937868083957,27.6050674104707,-0.07173,3.04178,0.00831600831600832,0,0.681392931392931,0.9495841995842,0.996881496881497,0
"9548","normal(0.3)-Normal_-277_83.1-1924","normal(0.3)","Normal_-277_83.1",1924,-277.10453,-274.83538,0.0276257519533556,82.1389406460807,0.01573,2.93382,0.00675675675675676,0,0.683471933471933,0.953222453222453,0.997920997920998,0
"9549","normal(0.6)-Normal_-277_166.2-1924","normal(0.6)","Normal_-277_166.2",1924,-277.45305,-278.74548,0.00756528384514782,170.836947622117,0.02721,3.14673,0.00987525987525988,0,0.685031185031185,0.952702702702703,0.996881496881497,0
"9550","normal(1)-Normal_-277_277-1924","normal(1)","Normal_-277_277",1924,-275.03521,-275.46352,0.00154741548170754,276.790561464061,0.01109,2.91434,0.00727650727650728,0,0.676715176715177,0.953222453222453,0.998960498960499,0
"9551","close_normal-tukey(0.1)-1929","close_normal","tukey(0.1)",1929,-0.00591,0.0387,0.0286703933450873,1.55596051519272,0.0179,3.43558,0.0202177293934681,0,0.694660445826853,0.948678071539658,0.994815966822188,1
"9552","close_normal-tukey(0.2)-1929","close_normal","tukey(0.2)",1929,-0.00621,-0.03587,0.0231466050617034,1.28139741966191,0.02594,2.74913,0.00207361327112494,0,0.677553136340073,0.955417314670814,0.998963193364438,1
"9553","close_normal-tukey(5)-1929","close_normal","tukey(5)",1929,-0.00232,-0.00323,0.0106196553581116,0.0856901631280258,0.06604,2.81459,0.00518403317781234,0,0.679108346293416,0.941420425090721,1,1
"9554","close_normal-t(10)-1929","close_normal","t(10)",1929,-0.00603,-0.0067,0.000577218428175024,1.16073910203858,0.02368,3.88118,0.0207361327112494,0.000518403317781234,0.719543805080353,0.947641264904095,0.993260756868844,1
"9555","close_normal-laplace(0,10)-1929","close_normal","laplace(0,10)",1929,-0.04446,-0.18437,0.0100348965643016,13.9423460026205,-0.11431,6.15535,0.0539139450492483,0.00518403317781234,0.755313634007258,0.944530844997408,0.987039917055469,1
"9556","sym_long_tail-t(1)-1929","sym_long_tail","t(1)",1929,0.11301,0.02106,0.00370925511907944,24.7893436951891,-4.23947,256.17545,0.165889061689995,0.104199066874028,0.973043027475376,0.984966303784344,0.989113530326594,1
"9557","sym_long_tail-t(2)-1929","sym_long_tail","t(2)",1929,0.06327,0.00646,0.0207902489185153,2.73253101599022,-1.40099,110.46943,0.0736132711249352,0.0259201658890617,0.891135303265941,0.97045101088647,0.987039917055469,1
"9558","sym_long_tail-t(4)-1929","sym_long_tail","t(4)",1929,-0.01275,-0.02404,0.00790738496701383,1.42777922753185,0.74774,15.04914,0.039917055469155,0.00881285640228098,0.780715396578538,0.955935717988595,0.982892690513219,1
"9559","sym_long_tail-t(7)-1929","sym_long_tail","t(7)",1929,-0.0143,-0.02871,0.0121709257631765,1.18396909819283,-0.09892,5.20019,0.0222913426645931,0.00103680663556247,0.712804561949197,0.94971487817522,0.993779160186625,1
"9560","sym_long_tail-tukey(10)-1929","sym_long_tail","tukey(10)",1929,0.00044,3e-05,0.0132826995947252,0.0308672192031519,-0.0385,5.08087,0.295489891135303,0.186106791083463,0.764126490409539,0.909279419388284,0.989631933644375,1
"9561","sym_short_tail-uniform(0,1)-1929","sym_short_tail","uniform(0,1)",1929,5.07602,5.07201,0.00141827767869022,2.82737298926068,-0.02963,1.85571,0,0,0.593053395541731,1,1,1
"9562","sym_short_tail-beta(1.3,1.3)-1929","sym_short_tail","beta(1.3,1.3)",1929,0.49953,0.50462,0.0192333221929927,0.264644867325856,-0.02768,1.90041,0,0,0.588906168999482,1,1,1
"9563","sym_short_tail-beta(1.5,1.5)-1929","sym_short_tail","beta(1.5,1.5)",1929,0.49961,0.5002,0.0024038950987175,0.245435002681585,0.01101,2.07354,0,0,0.612752721617418,0.994297563504406,1,1
"9564","sym_short_tail-tukey(1.5)-1929","sym_short_tail","tukey(1.5)",1929,0.0108,0.00839,0.00613753852361739,0.392665559772255,-0.02311,1.75274,0,0,0.564022809745982,1,1,1
"9565","sym_short_tail-truncatednormal(2,2)-1929","sym_short_tail","truncatednormal(2,2)",1929,-2.00847,-2.00313,0.00264641483531435,2.01782423856674,-0.00805,2.96597,0.00673924313115604,0,0.684292379471229,0.951788491446345,0.998444790046656,1
"9566","asym_long_tail-Weibull(0.5,1)-1929","asym_long_tail","Weibull(0.5,1)",1929,1.90803,0.47728,0.368034337903972,3.88754486374398,4.68956,35.03424,0.11767755313634,0.0648004147226542,0.907205806117159,0.961119751166407,0.978227060653188,1
"9567","asym_long_tail-Weibull(2,1)-1929","asym_long_tail","Weibull(2,1)",1929,0.87152,0.81193,0.131557972392202,0.452956205666878,0.58521,2.96226,0.00673924313115604,0,0.674442716433385,0.95800933125972,0.997407983411094,1
"9568","asym_long_tail-lognormal(0,1)-1929","asym_long_tail","lognormal(0,1)",1929,1.621,0.98286,0.336398415267431,1.8969768317508,3.30837,18.43038,0.0725764644893727,0.0290305857957491,0.896837739761534,0.95800933125972,0.979263867288751,1
"9569","asym_long_tail-chisquared(4)-1929","asym_long_tail","chisquared(4)",1929,4.11026,3.45567,0.228809397153085,2.86085278028177,1.33086,5.44967,0.0300673924313116,0.00259201658890617,0.732503888024883,0.95386210471747,0.985484707102125,1
"9570","asym_long_tail-chisquared(10)-1929","asym_long_tail","chisquared(10)",1929,10.08067,9.37368,0.155477443723171,4.54721908895544,0.8988,3.91971,0.0202177293934681,0,0.703473302229134,0.955935717988595,0.989631933644375,1
"9571","asym_short_tail-beta(2,1)-1929","asym_short_tail","beta(2,1)",1929,0.66468,0.70428,0.167874650407017,0.235890290189665,-0.58783,2.44291,0,0,0.636080870917574,0.96215655780197,1,1
"9572","asym_short_tail-beta(3,2)-1929","asym_short_tail","beta(3,2)",1929,0.5976,0.60784,0.0517090444563146,0.19803112023567,-0.24143,2.38312,0,0,0.646448937273199,0.976153447382063,1,1
"9573","asym_short_tail-lognormal(0,0.15)-1929","asym_short_tail","lognormal(0,0.15)",1929,1.01142,1.00085,0.0691833061371285,0.152782522116667,0.41739,3.33046,0.00984966303784344,0,0.686884396060135,0.956972524624158,0.993779160186625,1
"9574","asym_short_tail-lognormal(0,0.25)-1929","asym_short_tail","lognormal(0,0.25)",1929,1.04035,1.01679,0.0927419737833304,0.254038155959915,0.63473,3.64364,0.0145152928978745,0.000518403317781234,0.700881285640228,0.955417314670814,0.993260756868844,1
"9575","asym_short_tail-lognormal(0,0.35)-1929","asym_short_tail","lognormal(0,0.35)",1929,1.06424,0.99607,0.175489345995052,0.388456630306902,1.11551,5.27435,0.0233281493001555,0.0031104199066874,0.728356661482633,0.956972524624158,0.991187143597719,1
"9576","normal(0.01)-Normal_548_5.48-1929","normal(0.01)","Normal_548_5.48",1929,548.2198,548.22318,0.000621402847198896,5.43930562151251,-0.00588,2.88073,0.0031104199066874,0,0.691031622602385,0.953343701399689,0.998963193364438,0
"9577","normal(0.1)-Normal_548_54.8-1929","normal(0.1)","Normal_548_54.8",1929,547.66817,545.25334,0.0449140647243738,53.7655635226794,0.06195,3.06435,0.00622083981337481,0,0.690513219284603,0.948678071539658,0.997407983411094,0
"9578","normal(0.3)-Normal_548_164.4-1929","normal(0.3)","Normal_548_164.4",1929,547.94956,554.0143,0.0365247325140053,166.044747834211,-0.08565,2.92551,0.00622083981337481,0,0.67236910316226,0.95800933125972,0.996371176775531,0
"9579","normal(0.6)-Normal_548_328.8-1929","normal(0.6)","Normal_548_328.8",1929,545.61516,541.29172,0.01305690067466,331.122990648963,-0.01006,2.88492,0.0046656298600311,0,0.675479523068948,0.95386210471747,0.996889580093313,0
"9580","normal(1)-Normal_548_548-1929","normal(1)","Normal_548_548",1929,564.80391,569.27786,0.00799674651332962,559.471279043611,0.00926,2.88794,0.00673924313115604,0,0.677553136340073,0.953343701399689,0.998963193364438,0
"9581","normal(0.01)-Normal_-605_6.05-1929","normal(0.01)","Normal_-605_6.05",1929,-605.07698,-605.16897,0.0153404390461863,5.99656891976409,0.05896,2.88394,0.0046656298600311,0,0.674442716433385,0.954380508035251,0.998963193364438,0
"9582","normal(0.1)-Normal_-605_60.5-1929","normal(0.1)","Normal_-605_60.5",1929,-604.84151,-604.60332,0.00394152255157769,60.4309621175646,-0.00643,2.99476,0.00622083981337481,0,0.681700362882322,0.954898911353033,0.997926386728875,0
"9583","normal(0.3)-Normal_-605_181.5-1929","normal(0.3)","Normal_-605_181.5",1929,-601.61076,-595.4409,0.0342710840548134,180.031071971107,-0.02665,3.14469,0.00673924313115604,0,0.696215655780197,0.948159668221877,0.99585277345775,0
"9584","normal(0.6)-Normal_-605_363-1929","normal(0.6)","Normal_-605_363",1929,-616.9889,-614.8469,0.00576754327026562,371.388631107971,-0.09097,3.037,0.0103680663556247,0,0.692068429237947,0.954898911353033,0.997407983411094,0
"9585","normal(1)-Normal_-605_605-1929","normal(1)","Normal_-605_605",1929,-600.81104,-597.41161,0.00577170445508311,588.981994219436,-0.03081,2.94499,0.00622083981337481,0,0.692586832555728,0.950751684810783,0.997926386728875,0
"9586","normal(0.01)-Normal_956_9.56-1929","normal(0.01)","Normal_956_9.56",1929,956.22939,956.31732,0.00957878148774023,9.17966446072176,-0.09281,3.05058,0.00622083981337481,0,0.677034733022291,0.959564541213064,0.996371176775531,0
"9587","normal(0.1)-Normal_956_95.6-1929","normal(0.1)","Normal_956_95.6",1929,952.87265,953.8029,0.00963231388044082,96.5759641501039,-0.01545,3.0739,0.00777604976671851,0,0.685329186106791,0.956454121306376,0.995334370139969,0
"9588","normal(0.3)-Normal_956_286.8-1929","normal(0.3)","Normal_956_286.8",1929,954.47249,960.02786,0.0187178831141551,296.794779950244,-0.01858,2.9416,0.00518403317781234,0,0.680145152928979,0.956454121306376,0.997407983411094,0
"9589","normal(0.6)-Normal_956_573.6-1929","normal(0.6)","Normal_956_573.6",1929,973.2101,964.42606,0.0153736397089252,571.37022632971,0.02936,3.1057,0.00777604976671851,0,0.685329186106791,0.954898911353033,0.99585277345775,0
"9590","normal(1)-Normal_956_956-1929","normal(1)","Normal_956_956",1929,949.80302,947.73902,0.00216113354876315,955.054351537518,-0.07347,3.04593,0.00570243649559357,0,0.672887506480041,0.954380508035251,0.997926386728875,0
"9591","normal(0.01)-Normal_-597_5.97-1929","normal(0.01)","Normal_-597_5.97",1929,-596.94961,-596.86586,0.0143562905713397,5.83367963916834,-0.07067,3.14309,0.0103680663556247,0,0.696734059097978,0.951788491446345,0.995334370139969,0
"9592","normal(0.1)-Normal_-597_59.7-1929","normal(0.1)","Normal_-597_59.7",1929,-598.87392,-600.64299,0.0296977239318029,59.5692115686206,0.02629,2.93784,0.00622083981337481,0,0.686884396060135,0.956972524624158,0.997926386728875,0
"9593","normal(0.3)-Normal_-597_179.1-1929","normal(0.3)","Normal_-597_179.1",1929,-598.25597,-599.45702,0.00665151272909015,180.56794731028,0.03095,2.99373,0.00725764644893727,0,0.682218766200104,0.956972524624158,0.996889580093313,0
"9594","normal(0.6)-Normal_-597_358.2-1929","normal(0.6)","Normal_-597_358.2",1929,-604.19873,-607.55546,0.00984106480644665,341.094187064104,0.06482,3.07492,0.00933125972006221,0,0.670813893208916,0.959564541213064,0.995334370139969,0
"9595","normal(1)-Normal_-597_597-1929","normal(1)","Normal_-597_597",1929,-571.65389,-576.74828,0.00831635146598669,612.575120331997,0.0468,2.93063,0.00518403317781234,0,0.677553136340073,0.954380508035251,0.997926386728875,0
