"","sample_id","dist_family","dist","size","mean","median","mean_median","sd","skewness","kurtosis","outliers_minor","outliers_extream","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","alternative"
"8283","normal(0.2)-Normal_-605_121-1721","normal(0.2)","Normal_-605_121",1721,0,0.02738,-0.02738,1,-0.06153,2.97313,10,0,0.68158047646717,0.954096455549099,0.99767576990122,0
"8284","normal(0.4)-Normal_-605_242-1721","normal(0.4)","Normal_-605_242",1721,0,0.01966,-0.01966,1,0.00639,3.14804,11,0,0.698431144683324,0.94944799535154,0.99535153980244,0
"8285","normal(0.6)-Normal_-605_363-1721","normal(0.6)","Normal_-605_363",1721,0,-0.00281,0.00281,1,-0.0833,2.98964,14,0,0.68855316676351,0.955839628123184,0.99767576990122,0
"8286","normal(0.01)-Normal_956_9.56-1721","normal(0.01)","Normal_956_9.56",1721,0,0.00309,-0.00309,1,-0.03243,3.04935,19,0,0.697850087158629,0.946542707728065,0.998256827425915,0
"8287","normal(0.1)-Normal_956_95.6-1721","normal(0.1)","Normal_956_95.6",1721,0,0.01205,-0.01205,1,-0.07473,3.00343,10,0,0.68041836141778,0.959325973271354,0.99651365485183,0
"8288","normal(0.2)-Normal_956_191.2-1721","normal(0.2)","Normal_956_191.2",1721,0,0.01438,-0.01438,1,-0.07514,3.03906,13,0,0.682161533991865,0.958744915746659,0.994770482277745,0
"8289","normal(0.4)-Normal_956_382.4-1721","normal(0.4)","Normal_956_382.4",1721,0,0.01769,-0.01769,1,-0.03427,3.04671,9,0,0.68855316676351,0.955258570598489,0.997094712376525,0
"8290","normal(0.6)-Normal_956_573.6-1721","normal(0.6)","Normal_956_573.6",1721,0,0.01174,-0.01174,1,0.01241,2.96166,9,0,0.674607786170831,0.953515398024404,0.997094712376525,0
"8291","normal(0.01)-Normal_-597_5.97-1721","normal(0.01)","Normal_-597_5.97",1721,0,-0.01222,0.01222,1,-0.00388,3.19857,13,0,0.690296339337594,0.955839628123184,0.99651365485183,0
"8292","normal(0.1)-Normal_-597_59.7-1721","normal(0.1)","Normal_-597_59.7",1721,0,0.01254,-0.01254,1,-0.06121,2.8991,10,0,0.674607786170831,0.954096455549099,0.998256827425915,0
"8293","normal(0.2)-Normal_-597_119.4-1721","normal(0.2)","Normal_-597_119.4",1721,0,0.00021,-0.00021,1,-0.06618,3.20338,20,0,0.697269029633934,0.95061011040093,0.994770482277745,0
"8294","normal(0.4)-Normal_-597_238.8-1721","normal(0.4)","Normal_-597_238.8",1721,0,-0.0241,0.0241,1,0.02335,2.91668,11,0,0.68739105171412,0.957582800697269,0.99767576990122,0
"8295","normal(0.6)-Normal_-597_358.2-1721","normal(0.6)","Normal_-597_358.2",1721,0,-0.00458,0.00458,1,-0.01263,2.96285,9,0,0.68622893666473,0.955258570598489,0.99767576990122,0
"8296","normal(0.01)-Normal_-277_2.77-1721","normal(0.01)","Normal_-277_2.77",1721,0,-0.01642,0.01642,1,0.11173,3.14778,19,0,0.668216153399186,0.959907030796049,0.99418942475305,0
"8297","normal(0.1)-Normal_-277_27.7-1721","normal(0.1)","Normal_-277_27.7",1721,0,0.00271,-0.00271,1,0.09426,2.94802,10,0,0.675188843695526,0.957001743172574,0.998256827425915,0
"8298","normal(0.2)-Normal_-277_55.4-1721","normal(0.2)","Normal_-277_55.4",1721,0,-0.02008,0.02008,1,-0.04919,3.09712,13,0,0.68506682161534,0.953515398024404,0.99651365485183,0
"8299","normal(0.4)-Normal_-277_110.8-1721","normal(0.4)","Normal_-277_110.8",1721,0,0.02963,-0.02963,1,-0.08201,2.98753,9,0,0.68855316676351,0.948866937826845,0.99767576990122,0
"8300","normal(0.6)-Normal_-277_166.2-1721","normal(0.6)","Normal_-277_166.2",1721,0,0.00332,-0.00332,1,-0.0269,2.95168,12,0,0.674607786170831,0.952353282975015,0.99767576990122,0
"8301","close_normal-tukey(0.1)-1724","close_normal","tukey(0.1)",1724,0,0.02707,-0.02707,1,0.04,3.11121,13,0,0.689675174013921,0.952436194895592,0.996519721577726,1
"8302","close_normal-tukey(0.2)-1724","close_normal","tukey(0.2)",1724,0,0.01808,-0.01808,1,-0.05678,2.70258,2,0,0.665313225058005,0.955916473317865,1,1
"8303","close_normal-tukey(5)-1724","close_normal","tukey(5)",1724,0,-0.00185,0.00185,1,0.02026,2.97584,85,0,0.692575406032483,0.933294663573086,1,1
"8304","close_normal-t(10)-1724","close_normal","t(10)",1724,0,0.02437,-0.02437,1,-0.18444,3.77174,43,1,0.704756380510441,0.950696055684455,0.993039443155452,1
"8305","close_normal-laplace(0,10)-1724","close_normal","laplace(0,10)",1724,0,0.00395,-0.00395,1,-0.06097,5.89694,104,13,0.751160092807425,0.944895591647332,0.986658932714617,1
"8306","sym_long_tail-t(1)-1724","sym_long_tail","t(1)",1724,0,0.02564,-0.02564,1,-19.21433,543.43786,284,174,0.986658932714617,0.99245939675174,0.993619489559165,1
"8307","sym_long_tail-t(2)-1724","sym_long_tail","t(2)",1724,0,0.01442,-0.01442,1,-21.63886,699.60138,142,51,0.94199535962877,0.987238979118329,0.993619489559165,1
"8308","sym_long_tail-t(4)-1724","sym_long_tail","t(4)",1724,0,-0.01942,0.01942,1,0.07435,6.22952,81,13,0.775522041763341,0.946635730858469,0.982598607888631,1
"8309","sym_long_tail-t(7)-1724","sym_long_tail","t(7)",1724,0,0.00398,-0.00398,1,-0.02873,5.07748,45,3,0.732598607888631,0.94953596287703,0.989559164733179,1
"8310","sym_long_tail-tukey(10)-1724","sym_long_tail","tukey(10)",1724,0,0.00571,-0.00571,1,-0.06067,5.3775,478,327,0.779002320185615,0.901972157772622,0.988399071925754,1
"8311","sym_short_tail-uniform(0,1)-1724","sym_short_tail","uniform(0,1)",1724,0,0.00227,-0.00227,1,0.0062,1.79188,0,0,0.571345707656613,1,1,1
"8312","sym_short_tail-beta(1.3,1.3)-1724","sym_short_tail","beta(1.3,1.3)",1724,0,-0.00816,0.00816,1,-0.0014,1.92049,0,0,0.594547563805104,1,1,1
"8313","sym_short_tail-beta(1.5,1.5)-1724","sym_short_tail","beta(1.5,1.5)",1724,0,-0.02108,0.02108,1,0.03715,2.05803,0,0,0.61368909512761,0.998839907192575,1,1
"8314","sym_short_tail-tukey(1.5)-1724","sym_short_tail","tukey(1.5)",1724,0,-0.01312,0.01312,1,0.02533,1.82235,0,0,0.577146171693735,1,1,1
"8315","sym_short_tail-truncatednormal(2,2)-1724","sym_short_tail","truncatednormal(2,2)",1724,0,-0.00394,0.00394,1,0.02478,2.95755,8,0,0.683874709976798,0.954756380510441,0.997099767981439,1
"8316","asym_long_tail-Weibull(0.5,1)-1724","asym_long_tail","Weibull(0.5,1)",1724,0,-0.35212,0.35212,1,5.09514,41.84166,211,115,0.916473317865429,0.961136890951276,0.978538283062645,1
"8317","asym_long_tail-Weibull(2,1)-1724","asym_long_tail","Weibull(2,1)",1724,0,-0.10956,0.10956,1,0.58195,3.05041,17,0,0.66415313225058,0.961136890951276,0.995359628770302,1
"8318","asym_long_tail-lognormal(0,1)-1724","asym_long_tail","lognormal(0,1)",1724,0,-0.31446,0.31446,1,3.96786,28.4767,143,61,0.903132250580046,0.95707656612529,0.976798143851508,1
"8319","asym_long_tail-chisquared(4)-1724","asym_long_tail","chisquared(4)",1724,0,-0.21744,0.21744,1,1.49212,6.75077,53,8,0.755220417633411,0.955336426914153,0.98491879350348,1
"8320","asym_long_tail-chisquared(10)-1724","asym_long_tail","chisquared(10)",1724,0,-0.16436,0.16436,1,0.78763,3.57971,34,0,0.692575406032483,0.95707656612529,0.99245939675174,1
"8321","asym_short_tail-beta(2,1)-1724","asym_short_tail","beta(2,1)",1724,0,0.17535,-0.17535,1,-0.58864,2.44594,0,0,0.629350348027842,0.959396751740139,1,1
"8322","asym_short_tail-beta(3,2)-1724","asym_short_tail","beta(3,2)",1724,0,0.09275,-0.09275,1,-0.28649,2.35421,0,0,0.642111368909513,0.973317865429234,1,1
"8323","asym_short_tail-lognormal(0,0.15)-1724","asym_short_tail","lognormal(0,0.15)",1724,0,-0.08323,0.08323,1,0.41344,3.14292,22,0,0.689095127610209,0.95707656612529,0.994779582366589,1
"8324","asym_short_tail-lognormal(0,0.25)-1724","asym_short_tail","lognormal(0,0.25)",1724,0,-0.13683,0.13683,1,0.67657,3.46392,27,0,0.690255220417633,0.959976798143852,0.993619489559165,1
"8325","asym_short_tail-lognormal(0,0.35)-1724","asym_short_tail","lognormal(0,0.35)",1724,0,-0.20214,0.20214,1,1.07863,4.89789,41,4,0.715197215777262,0.957656612529002,0.991299303944316,1
"8326","normal(0.01)-Normal_548_5.48-1724","normal(0.01)","Normal_548_5.48",1724,0,-0.00245,0.00245,1,-0.00474,2.85066,6,0,0.689675174013921,0.954176334106729,0.998839907192575,0
"8327","normal(0.1)-Normal_548_54.8-1724","normal(0.1)","Normal_548_54.8",1724,0,-0.05412,0.05412,1,0.06559,3.13693,13,0,0.696055684454756,0.948955916473318,0.996519721577726,0
"8328","normal(0.2)-Normal_548_109.6-1724","normal(0.2)","Normal_548_109.6",1724,0,0.03342,-0.03342,1,-0.12031,2.89554,7,0,0.672273781902552,0.953016241299304,0.998259860788863,0
"8329","normal(0.4)-Normal_548_219.2-1724","normal(0.4)","Normal_548_219.2",1724,0,-0.00232,0.00232,1,0.05669,2.90381,13,0,0.676334106728538,0.955336426914153,0.997099767981439,0
"8330","normal(0.6)-Normal_548_328.8-1724","normal(0.6)","Normal_548_328.8",1724,0,-0.00836,0.00836,1,-0.02402,2.89728,9,0,0.677494199535963,0.954176334106729,0.997679814385151,0
"8331","normal(0.01)-Normal_-605_6.05-1724","normal(0.01)","Normal_-605_6.05",1724,0,0.01239,-0.01239,1,0.00387,2.91175,5,0,0.679814385150812,0.951276102088167,0.998259860788863,0
"8332","normal(0.1)-Normal_-605_60.5-1724","normal(0.1)","Normal_-605_60.5",1724,0,-0.01885,0.01885,1,0.07219,2.93734,12,0,0.677494199535963,0.953596287703016,0.998259860788863,0
"8333","normal(0.2)-Normal_-605_121-1724","normal(0.2)","Normal_-605_121",1724,0,0.03295,-0.03295,1,-0.06473,2.95774,10,0,0.682714617169374,0.954176334106729,0.997679814385151,0
"8334","normal(0.4)-Normal_-605_242-1724","normal(0.4)","Normal_-605_242",1724,0,0.01854,-0.01854,1,0.00478,3.15753,11,0,0.697795823665893,0.948955916473318,0.995359628770302,0
"8335","normal(0.6)-Normal_-605_363-1724","normal(0.6)","Normal_-605_363",1724,0,-0.00546,0.00546,1,-0.08095,3.00254,15,0,0.690255220417633,0.955916473317865,0.997679814385151,0
"8336","normal(0.01)-Normal_956_9.56-1724","normal(0.01)","Normal_956_9.56",1724,0,0.00922,-0.00922,1,-0.03996,3.02006,18,0,0.697215777262181,0.948375870069606,0.998259860788863,0
"8337","normal(0.1)-Normal_956_95.6-1724","normal(0.1)","Normal_956_95.6",1724,0,0.0104,-0.0104,1,-0.06771,3.00454,10,0,0.679814385150812,0.958236658932715,0.996519721577726,0
"8338","normal(0.2)-Normal_956_191.2-1724","normal(0.2)","Normal_956_191.2",1724,0,0.0168,-0.0168,1,-0.07417,3.02822,13,0,0.682134570765661,0.960556844547564,0.994779582366589,0
"8339","normal(0.4)-Normal_956_382.4-1724","normal(0.4)","Normal_956_382.4",1724,0,0.02664,-0.02664,1,-0.0442,3.07609,11,0,0.689095127610209,0.954756380510441,0.997099767981439,0
"8340","normal(0.6)-Normal_956_573.6-1724","normal(0.6)","Normal_956_573.6",1724,0,0.00701,-0.00701,1,0.02343,2.94467,8,0,0.674593967517401,0.954176334106729,0.997099767981439,0
"8341","normal(0.01)-Normal_-597_5.97-1724","normal(0.01)","Normal_-597_5.97",1724,0,-0.01108,0.01108,1,-0.01911,3.20069,10,0,0.688515081206497,0.955916473317865,0.996519721577726,0
"8342","normal(0.1)-Normal_-597_59.7-1724","normal(0.1)","Normal_-597_59.7",1724,0,0.01043,-0.01043,1,-0.05053,2.87995,8,0,0.674593967517401,0.954756380510441,0.998259860788863,0
"8343","normal(0.2)-Normal_-597_119.4-1724","normal(0.2)","Normal_-597_119.4",1724,0,0.00359,-0.00359,1,-0.06722,3.23139,20,0,0.697795823665893,0.950116009280742,0.994779582366589,0
"8344","normal(0.4)-Normal_-597_238.8-1724","normal(0.4)","Normal_-597_238.8",1724,0,-0.02017,0.02017,1,0.03009,2.91569,11,0,0.683294663573086,0.958236658932715,0.997679814385151,0
"8345","normal(0.6)-Normal_-597_358.2-1724","normal(0.6)","Normal_-597_358.2",1724,0,0.00069,-0.00069,1,-0.01673,3.00709,11,0,0.687935034802784,0.954756380510441,0.997099767981439,0
"8346","normal(0.01)-Normal_-277_2.77-1724","normal(0.01)","Normal_-277_2.77",1724,0,-0.0209,0.0209,1,0.12084,3.12294,17,0,0.669953596287703,0.959976798143852,0.995359628770302,0
"8347","normal(0.1)-Normal_-277_27.7-1724","normal(0.1)","Normal_-277_27.7",1724,0,0.00043,-0.00043,1,0.07576,2.91876,10,0,0.674593967517401,0.957656612529002,0.998259860788863,0
"8348","normal(0.2)-Normal_-277_55.4-1724","normal(0.2)","Normal_-277_55.4",1724,0,-0.01167,0.01167,1,-0.05256,3.11338,15,0,0.68445475638051,0.953596287703016,0.996519721577726,0
"8349","normal(0.4)-Normal_-277_110.8-1724","normal(0.4)","Normal_-277_110.8",1724,0,0.04097,-0.04097,1,-0.07309,2.96078,9,0,0.68677494199536,0.948955916473318,0.997679814385151,0
"8350","normal(0.6)-Normal_-277_166.2-1724","normal(0.6)","Normal_-277_166.2",1724,0,0.00176,-0.00176,1,-0.02267,2.94603,10,0,0.675174013921114,0.952436194895592,0.997679814385151,0
"8351","close_normal-tukey(0.1)-1730","close_normal","tukey(0.1)",1730,0,0.03148,-0.03148,1,0.01199,3.09472,13,0,0.687861271676301,0.953757225433526,0.996531791907514,1
"8352","close_normal-tukey(0.2)-1730","close_normal","tukey(0.2)",1730,0,0.00281,-0.00281,1,-0.04264,2.73045,4,0,0.674566473988439,0.957225433526012,1,1
"8353","close_normal-tukey(5)-1730","close_normal","tukey(5)",1730,0,-0.00685,0.00685,1,0.00874,2.99324,100,0,0.69364161849711,0.93121387283237,1,1
"8354","close_normal-t(10)-1730","close_normal","t(10)",1730,0,0.03634,-0.03634,1,-0.2503,3.79176,43,1,0.705780346820809,0.94971098265896,0.993063583815029,1
"8355","close_normal-laplace(0,10)-1730","close_normal","laplace(0,10)",1730,0,0.00294,-0.00294,1,-0.07182,5.93858,99,13,0.752023121387283,0.945664739884393,0.986127167630058,1
"8356","sym_long_tail-t(1)-1730","sym_long_tail","t(1)",1730,0,0.02637,-0.02637,1,-19.22205,544.34706,291,175,0.986127167630058,0.992485549132948,0.99364161849711,1
"8357","sym_long_tail-t(2)-1730","sym_long_tail","t(2)",1730,0,0.01154,-0.01154,1,-21.43178,692.23125,139,54,0.942774566473988,0.985549132947977,0.99364161849711,1
"8358","sym_long_tail-t(4)-1730","sym_long_tail","t(4)",1730,0,-0.01191,0.01191,1,0.12396,6.04695,86,12,0.775722543352601,0.945086705202312,0.983236994219653,1
"8359","sym_long_tail-t(7)-1730","sym_long_tail","t(7)",1730,0,-0.00169,0.00169,1,-0.04065,5.13157,48,4,0.735260115606936,0.94971098265896,0.989017341040462,1
"8360","sym_long_tail-tukey(10)-1730","sym_long_tail","tukey(10)",1730,0,-0.01421,0.01421,1,-0.04527,5.38553,470,310,0.780346820809249,0.905780346820809,0.987861271676301,1
"8361","sym_short_tail-uniform(0,1)-1730","sym_short_tail","uniform(0,1)",1730,0,-0.01036,0.01036,1,0.00221,1.8065,0,0,0.577456647398844,1,1,1
"8362","sym_short_tail-beta(1.3,1.3)-1730","sym_short_tail","beta(1.3,1.3)",1730,0,-0.02599,0.02599,1,0.02097,1.91148,0,0,0.58728323699422,1,1,1
"8363","sym_short_tail-beta(1.5,1.5)-1730","sym_short_tail","beta(1.5,1.5)",1730,0,-0.01446,0.01446,1,0.00683,2.0401,0,0,0.61271676300578,1,1,1
"8364","sym_short_tail-tukey(1.5)-1730","sym_short_tail","tukey(1.5)",1730,0,-0.00532,0.00532,1,0.0462,1.78911,0,0,0.571676300578035,1,1,1
"8365","sym_short_tail-truncatednormal(2,2)-1730","sym_short_tail","truncatednormal(2,2)",1730,0,-0.00429,0.00429,1,-2e-05,2.87715,9,0,0.678612716763006,0.955491329479769,0.997687861271676,1
"8366","asym_long_tail-Weibull(0.5,1)-1730","asym_long_tail","Weibull(0.5,1)",1730,0,-0.3617,0.3617,1,5.03877,41.88633,198,112,0.915028901734104,0.957225433526012,0.977456647398844,1
"8367","asym_long_tail-Weibull(2,1)-1730","asym_long_tail","Weibull(2,1)",1730,0,-0.1081,0.1081,1,0.65891,3.46259,24,1,0.674566473988439,0.96242774566474,0.993063583815029,1
"8368","asym_long_tail-lognormal(0,1)-1730","asym_long_tail","lognormal(0,1)",1730,0,-0.31631,0.31631,1,3.91328,29.10691,114,49,0.899421965317919,0.958381502890173,0.979768786127168,1
"8369","asym_long_tail-chisquared(4)-1730","asym_long_tail","chisquared(4)",1730,0,-0.22952,0.22952,1,1.51109,6.72782,56,8,0.758381502890173,0.953179190751445,0.985549132947977,1
"8370","asym_long_tail-chisquared(10)-1730","asym_long_tail","chisquared(10)",1730,0,-0.1547,0.1547,1,0.78503,3.62617,31,0,0.69364161849711,0.95606936416185,0.991907514450867,1
"8371","asym_short_tail-beta(2,1)-1730","asym_short_tail","beta(2,1)",1730,0,0.15314,-0.15314,1,-0.51658,2.28534,0,0,0.627167630057804,0.965317919075145,1,1
"8372","asym_short_tail-beta(3,2)-1730","asym_short_tail","beta(3,2)",1730,0,0.05116,-0.05116,1,-0.23639,2.35972,0,0,0.639884393063584,0.972254335260116,1,1
"8373","asym_short_tail-lognormal(0,0.15)-1730","asym_short_tail","lognormal(0,0.15)",1730,0,-0.08341,0.08341,1,0.42346,3.27785,17,0,0.688439306358381,0.958381502890173,0.99364161849711,1
"8374","asym_short_tail-lognormal(0,0.25)-1730","asym_short_tail","lognormal(0,0.25)",1730,0,-0.13807,0.13807,1,0.84746,4.5348,27,2,0.709826589595376,0.96242774566474,0.991329479768786,1
"8375","asym_short_tail-lognormal(0,0.35)-1730","asym_short_tail","lognormal(0,0.35)",1730,0,-0.15877,0.15877,1,1.24503,5.49314,58,7,0.732369942196532,0.954913294797688,0.985549132947977,1
"8376","normal(0.01)-Normal_548_5.48-1730","normal(0.01)","Normal_548_5.48",1730,0,-0.00245,0.00245,1,-0.00417,2.85232,7,0,0.690173410404624,0.954335260115607,0.998843930635838,0
"8377","normal(0.1)-Normal_548_54.8-1730","normal(0.1)","Normal_548_54.8",1730,0,-0.05267,0.05267,1,0.05904,3.13213,13,0,0.695375722543353,0.949132947976879,0.996531791907514,0
"8378","normal(0.2)-Normal_548_109.6-1730","normal(0.2)","Normal_548_109.6",1730,0,0.03478,-0.03478,1,-0.1178,2.90915,7,0,0.671676300578035,0.952601156069364,0.998265895953757,0
"8379","normal(0.4)-Normal_548_219.2-1730","normal(0.4)","Normal_548_219.2",1730,0,-0.00338,0.00338,1,0.06154,2.90636,13,0,0.675722543352601,0.956647398843931,0.997109826589595,0
"8380","normal(0.6)-Normal_548_328.8-1730","normal(0.6)","Normal_548_328.8",1730,0,-0.01553,0.01553,1,-0.01422,2.90574,10,0,0.679190751445087,0.953757225433526,0.997687861271676,0
"8381","normal(0.01)-Normal_-605_6.05-1730","normal(0.01)","Normal_-605_6.05",1730,0,0.01255,-0.01255,1,-0.00825,2.89168,5,0,0.678612716763006,0.951445086705202,0.998265895953757,0
"8382","normal(0.1)-Normal_-605_60.5-1730","normal(0.1)","Normal_-605_60.5",1730,0,-0.02015,0.02015,1,0.06774,2.92045,12,0,0.676878612716763,0.953757225433526,0.998265895953757,0
"8383","normal(0.2)-Normal_-605_121-1730","normal(0.2)","Normal_-605_121",1730,0,0.02893,-0.02893,1,-0.07391,3.02773,12,0,0.686127167630058,0.953757225433526,0.997109826589595,0
"8384","normal(0.4)-Normal_-605_242-1730","normal(0.4)","Normal_-605_242",1730,0,0.0199,-0.0199,1,0.0186,3.11575,11,0,0.696531791907514,0.950867052023121,0.995953757225434,0
"8385","normal(0.6)-Normal_-605_363-1730","normal(0.6)","Normal_-605_363",1730,0,0.002,-0.002,1,-0.09062,2.9953,12,0,0.690751445086705,0.954335260115607,0.997687861271676,0
"8386","normal(0.01)-Normal_956_9.56-1730","normal(0.01)","Normal_956_9.56",1730,0,0.00913,-0.00913,1,-0.046,3.0406,19,0,0.696531791907514,0.948554913294798,0.997687861271676,0
"8387","normal(0.1)-Normal_956_95.6-1730","normal(0.1)","Normal_956_95.6",1730,0,0.00597,-0.00597,1,-0.04226,2.96378,9,0,0.680346820809249,0.957803468208092,0.997109826589595,0
"8388","normal(0.2)-Normal_956_191.2-1730","normal(0.2)","Normal_956_191.2",1730,0,0.01931,-0.01931,1,-0.07979,3.05177,13,0,0.683236994219653,0.958959537572254,0.994797687861272,0
"8389","normal(0.4)-Normal_956_382.4-1730","normal(0.4)","Normal_956_382.4",1730,0,0.02872,-0.02872,1,-0.04872,3.03656,10,0,0.683815028901734,0.954335260115607,0.997109826589595,0
"8390","normal(0.6)-Normal_956_573.6-1730","normal(0.6)","Normal_956_573.6",1730,0,-0.0027,0.0027,1,0.03966,2.94785,8,0,0.673988439306358,0.954335260115607,0.997109826589595,0
"8391","normal(0.01)-Normal_-597_5.97-1730","normal(0.01)","Normal_-597_5.97",1730,0,-0.00707,0.00707,1,-0.04663,3.21195,13,0,0.686705202312139,0.955491329479769,0.996531791907514,0
"8392","normal(0.1)-Normal_-597_59.7-1730","normal(0.1)","Normal_-597_59.7",1730,0,0.00059,-0.00059,1,-0.04752,2.92947,11,0,0.677456647398844,0.953179190751445,0.997109826589595,0
"8393","normal(0.2)-Normal_-597_119.4-1730","normal(0.2)","Normal_-597_119.4",1730,0,0.00548,-0.00548,1,-0.03334,3.18632,19,0,0.695375722543353,0.95028901734104,0.994797687861272,0
"8394","normal(0.4)-Normal_-597_238.8-1730","normal(0.4)","Normal_-597_238.8",1730,0,-0.02386,0.02386,1,0.01753,2.92458,11,0,0.690751445086705,0.957225433526012,0.998265895953757,0
"8395","normal(0.6)-Normal_-597_358.2-1730","normal(0.6)","Normal_-597_358.2",1730,0,-0.01113,0.01113,1,0.00425,2.96254,11,0,0.679190751445087,0.957803468208092,0.997109826589595,0
"8396","normal(0.01)-Normal_-277_2.77-1730","normal(0.01)","Normal_-277_2.77",1730,0,-0.0246,0.0246,1,0.10325,3.12469,18,0,0.672832369942197,0.958959537572254,0.995375722543353,0
"8397","normal(0.1)-Normal_-277_27.7-1730","normal(0.1)","Normal_-277_27.7",1730,0,0.01304,-0.01304,1,0.06834,2.96453,11,0,0.674566473988439,0.955491329479769,0.998265895953757,0
"8398","normal(0.2)-Normal_-277_55.4-1730","normal(0.2)","Normal_-277_55.4",1730,0,-0.01205,0.01205,1,-0.07024,3.0656,15,0,0.679768786127168,0.955491329479769,0.997109826589595,0
"8399","normal(0.4)-Normal_-277_110.8-1730","normal(0.4)","Normal_-277_110.8",1730,0,0.02568,-0.02568,1,-0.07028,3.03814,11,0,0.691329479768786,0.945664739884393,0.997109826589595,0
"8400","normal(0.6)-Normal_-277_166.2-1730","normal(0.6)","Normal_-277_166.2",1730,0,0.00322,-0.00322,1,-0.01281,2.91181,10,0,0.674566473988439,0.954913294797688,0.998265895953757,0
"8401","close_normal-tukey(0.1)-1738","close_normal","tukey(0.1)",1738,0,0.03124,-0.03124,1,-0.00971,3.20086,20,0,0.687571921749137,0.950517836593786,0.995972382048331,1
"8402","close_normal-tukey(0.2)-1738","close_normal","tukey(0.2)",1738,0,0.00694,-0.00694,1,-0.05256,2.75528,5,0,0.678941311852704,0.957422324510932,0.999424626006905,1
"8403","close_normal-tukey(5)-1738","close_normal","tukey(5)",1738,0,0.00474,-0.00474,1,0.03937,2.97823,88,0,0.689298043728424,0.931530494821634,1,1
"8404","close_normal-t(10)-1738","close_normal","t(10)",1738,0,0.03149,-0.03149,1,-0.21726,3.71251,38,1,0.703107019562716,0.952819332566168,0.995397008055236,1
"8405","close_normal-laplace(0,10)-1738","close_normal","laplace(0,10)",1738,0,0.00337,-0.00337,1,-0.07744,5.95332,107,13,0.75258918296893,0.944188722669735,0.986766398158803,1
"8406","sym_long_tail-t(1)-1738","sym_long_tail","t(1)",1738,0,0.02612,-0.02612,1,-19.45457,553.04189,289,177,0.986191024165708,0.993095512082854,0.994246260069045,1
"8407","sym_long_tail-t(2)-1738","sym_long_tail","t(2)",1738,0,0.00717,-0.00717,1,-21.08308,676.63251,146,58,0.942462600690449,0.985040276179517,0.993095512082854,1
"8408","sym_long_tail-t(4)-1738","sym_long_tail","t(4)",1738,0,-0.01031,0.01031,1,0.37062,7.2749,82,11,0.774453394706559,0.945914844649022,0.984464902186421,1
"8409","sym_long_tail-t(7)-1738","sym_long_tail","t(7)",1738,0,-0.00639,0.00639,1,0.00393,4.64776,43,1,0.728998849252014,0.94994246260069,0.989643268124281,1
"8410","sym_long_tail-tukey(10)-1738","sym_long_tail","tukey(10)",1738,0,0.0012,-0.0012,1,-0.11598,5.46012,463,302,0.786536248561565,0.906214039125432,0.985040276179517,1
"8411","sym_short_tail-uniform(0,1)-1738","sym_short_tail","uniform(0,1)",1738,0,-0.03996,0.03996,1,0.04647,1.83268,0,0,0.582278481012658,1,1,1
"8412","sym_short_tail-beta(1.3,1.3)-1738","sym_short_tail","beta(1.3,1.3)",1738,0,-0.01494,0.01494,1,-0.00228,1.91037,0,0,0.584004602991945,1,1,1
"8413","sym_short_tail-beta(1.5,1.5)-1738","sym_short_tail","beta(1.5,1.5)",1738,0,-0.02325,0.02325,1,0.03858,2.02635,0,0,0.614499424626007,1,1,1
"8414","sym_short_tail-tukey(1.5)-1738","sym_short_tail","tukey(1.5)",1738,0,0.03197,-0.03197,1,-0.02176,1.74008,0,0,0.559838895281933,1,1,1
"8415","sym_short_tail-truncatednormal(2,2)-1738","sym_short_tail","truncatednormal(2,2)",1738,0,-0.00825,0.00825,1,-0.00602,2.95448,10,0,0.684695051783659,0.950517836593786,0.997123130034522,1
"8416","asym_long_tail-Weibull(0.5,1)-1738","asym_long_tail","Weibull(0.5,1)",1738,0,-0.37176,0.37176,1,4.30002,27.93325,192,104,0.9102416570771,0.956846950517837,0.976985040276179,1
"8417","asym_long_tail-Weibull(2,1)-1738","asym_long_tail","Weibull(2,1)",1738,0,-0.11708,0.11708,1,0.67123,3.42398,22,1,0.680667433831991,0.962600690448792,0.993670886075949,1
"8418","asym_long_tail-lognormal(0,1)-1738","asym_long_tail","lognormal(0,1)",1738,0,-0.30761,0.30761,1,3.97305,28.1563,115,52,0.907364787111623,0.957422324510932,0.979286536248562,1
"8419","asym_long_tail-chisquared(4)-1738","asym_long_tail","chisquared(4)",1738,0,-0.23966,0.23966,1,1.50127,6.69732,53,8,0.751438434982739,0.956271576524741,0.986191024165708,1
"8420","asym_long_tail-chisquared(10)-1738","asym_long_tail","chisquared(10)",1738,0,-0.15249,0.15249,1,0.84191,3.74401,33,0,0.703107019562716,0.949367088607595,0.991944764096663,1
"8421","asym_short_tail-beta(2,1)-1738","asym_short_tail","beta(2,1)",1738,0,0.16618,-0.16618,1,-0.56328,2.39694,0,0,0.641542002301496,0.96029919447641,1,1
"8422","asym_short_tail-beta(3,2)-1738","asym_short_tail","beta(3,2)",1738,0,0.06603,-0.06603,1,-0.2671,2.36418,0,0,0.6409666283084,0.971231300345224,1,1
"8423","asym_short_tail-lognormal(0,0.15)-1738","asym_short_tail","lognormal(0,0.15)",1738,0,-0.07325,0.07325,1,0.35115,3.2229,13,0,0.686421173762946,0.959723820483314,0.99482163406214,1
